gene,KO_ID
g662.t1,K14455
g663.t2,K06634
g664.t1,K24796
g665.t1,K15181
g670.t1,K20823
g670.t2,K20823
g673.t1,K12736
g674.t1,K20285
g676.t1,K20471
g678.t1,K13140
g681.t1,K09578
g683.t1,K10688
g687.t1,K04456
g692.t1,K14169
g693.t1,K20310
g694.t1,K12624
g711.t1,K01052
g711.t2,K00787
g712.t1,K05692
g715.t1,K14452
g716.t1,K01230
g719.t1,K19788
g719.t2,K19788
g719.t3,K08246
g729.t1,K02434
g731.t1,K19828
g731.t2,K03357
g739.t1,K28124
g744.t1,K26099
g746.t1,K02179
g752.t1,K05699
g754.t1,K01531
g762.t1,K13094
g765.t1,K03978
g777.t1,K00876
g778.t1,K17888
g779.t1,K00797
g781.t1,K00868
g784.t2,K17592
g785.t1,K17592
g794.t1,K14521
g801.t1,K19323
g806.t1,K00685
g810.t1,K14552
g815.t1,K11377
g817.t1,K04392
g828.t1,K03564
g830.t1,K03564
g835.t1,K03564
g837.t1,K03231
g841.t1,K14845
g843.t1,K01419
g845.t1,K25931
g848.t1,K11279
g849.t1,K12795
g854.t1,K17662
g854.t2,K17662
g855.t1,K14764
g856.t1,K13117
g870.t1,K10735
g871.t1,K14709
g873.t1,K00810
g874.t1,K14692
g878.t1,K02355
g882.t1,K24725
g884.t1,K15447
g886.t1,K15109
g899.t1,K07897
g900.t2,K20318
g901.t1,K14397
g904.t1,K14782
g905.t1,K03257
g907.t1,K02830
g908.t1,K14802
g909.t1,K14213
g911.t1,K08844
g911.t2,K08844
g914.t1,K18619
g916.t1,K18204
g920.t1,K03564
g927.t1,K14165
g928.t1,K10873
g929.t1,K12947
g931.t1,K15174
g932.t1,K01824
g933.t1,K07918
g943.t1,K12877
g945.t1,K03134
g946.t1,K07126
g947.t1,K07126
g952.t1,K06874
g956.t1,K01530
g958.t1,K10260
g959.t1,K01698
g962.t1,K03231
g965.t1,K21735
g966.t1,K01867
g966.t2,K01867
g967.t1,K08770
g973.t1,K15113
g974.t1,K02734
g975.t1,K01897
g983.t1,K17095
g989.t1,K10639
g990.t1,K14855
g992.t1,K14303
g993.t1,K21396
g997.t1,K01758
g998.t1,K12185
g1009.t1,K13125
g1014.t1,K00818
g1016.t1,K26089
g1030.t1,K06063
g1031.t1,K02183
g1036.t1,K01897
g1040.t1,K08486
g1041.t1,K08711
g1042.t1,K04392
g1043.t1,K14827
g1046.t1,K00645
g1047.t1,K15148
g1048.t1,K14050
g1052.t1,K04711
g1054.t1,K14677
g1059.t1,K05767
g1065.t1,K17686
g1074.t1,K15276
g1077.t1,K22262
g1078.t1,K23345
g1086.t1,K01464
g1097.t1,K03424
g1103.t1,K21751
g1104.t1,K02895
g1105.t1,K14831
g1108.t2,K15235
g1116.t1,K03781
g1117.t1,K16219
g1121.t1,K07375
g1128.t1,K05546
g1135.t1,K10277
g1138.t1,K05305
g1143.t1,K11795
g1144.t1,K14856
g1150.t1,K12571
g1155.t1,K04392
g1160.t1,K01555
g1166.t1,K26216
g1168.t1,K00453
g1174.t1,K19306
g1176.t1,K20656
g1177.t1,K11713
g1178.t1,K24730
g1180.t1,K05681
g1183.t1,K23336
g1186.t1,K04712
g1188.t1,K12733
g1190.t1,K00981
g1192.t1,K00913
g1194.t1,K01852
g1200.t1,K05605
g1211.t1,K19199
g1212.t1,K01309
g1213.t1,K02735
g1216.t1,K13207
g1217.t1,K22144
g1218.t1,K13025
g1220.t1,K12606
g1224.t1,K26405
g1225.t1,K07750
g1227.t1,K05954
g1228.t1,K12316
g1244.t1,K10744
g1245.t1,K10751
g1254.t1,K17266
g1259.t1,K12882
g1260.t1,K13102
g1263.t1,K01892
g1265.t1,K08762
g1267.t1,K03841
g1269.t1,K14545
g1278.t1,K13513
g1283.t1,K08776
g1284.t1,K18179
g1285.t1,K04392
g1286.t1,K01468
g1286.t2,K18170
g1286.t3,K01468
g1290.t1,K20223
g1298.t1,K02929
g1303.t1,K14563
g1308.t1,K06460
g1313.t1,K17759
g1315.t1,K26544
g1316.t1,K02604
g1317.t1,K04936
g1322.t1,K10845
g1323.t1,K19703
g1324.t1,K00232
g1325.t1,K14005
g1326.t1,K08776
g1329.t1,K00327
g1330.t1,K01279
g1331.t1,K02133
g1336.t1,K12619
g1337.t1,K20181
g1337.t3,K20181
g1343.t1,K05755
g1344.t1,K12812
g1344.t2,K12812
g1349.t1,K08517
g1350.t1,K09660
g1352.t1,K18752
g1353.t1,K00831
g1360.t1,K02265
g1362.t1,K13177
g1363.t1,K20368
g1364.t1,K17306
g1366.t1,K06630
g1367.t1,K14767
g1371.t1,K03539
g1373.t1,K20360
g1375.t1,K17382
g1378.t1,K21768
g1379.t1,K21768
g1380.t1,K03094
g1381.t1,K23344
g1390.t1,K20818
g1391.t1,K04368
g1400.t1,K12827
g1404.t1,K20649
g1405.t1,K04349
g1408.t1,K26499
g1409.t1,K01778
g1409.t2,K01778
g1410.t1,K01778
g1410.t2,K01778
g1413.t1,K17605
g1414.t1,K00021
g1415.t1,K20474
g1416.t1,K12854
g1443.t1,K05991
g1448.t1,K03098
g1457.t1,K17987
g1461.t1,K03885
g1464.t1,K15013
g1465.t1,K19527
g1465.t2,K12818
g1472.t1,K07904
g1473.t1,K17553
g1474.t1,K00235
g1480.t1,K13139
g1482.t1,K11971
g1489.t1,K18156
g1490.t1,K14404
g1492.t1,K11578
g1493.t1,K18466
g1494.t1,K01876
g1496.t1,K14573
g1498.t1,K23325
g1502.t1,K01466
g1510.t1,K00759
g1512.t1,K17868
g1515.t1,K02377
g1517.t1,K03037
g1518.t1,K01179
g1523.t1,K10632
g1524.t1,K14800
g1527.t1,K03283
g1529.t1,K19932
g1532.t1,K20180
g1537.t1,K03650
g1538.t1,K14769
g1545.t1,K01246
g1547.t1,K03575
g1550.t1,K08711
g1551.t1,K08711
g1553.t1,K11647
g1562.t1,K03531
g1562.t3,K03531
g1563.t1,K01265
g1566.t1,K10258
g1566.t2,K10258
g1567.t1,K03178
g1572.t1,K12350
g1587.t1,K00967
g1588.t1,K05692
g1595.t1,K10249
g1596.t1,K10250
g1596.t2,K10249
g1599.t1,K02998
g1604.t1,K14308
g1606.t1,K27694
g1613.t1,K20221
g1614.t1,K11404
g1618.t1,K03062
g1627.t1,K09829
g1627.t2,K09829
g1628.t1,K24350
g1632.t1,K12873
g1633.t1,K01673
g1641.t1,K02908
g1644.t1,K03833
g1646.t2,K14402
g1648.t1,K14778
g1650.t1,K07204
g1651.t2,K01254
g1653.t1,K20353
g1654.t1,K23643
g1659.t1,K00102
g1660.t1,K17541
g1664.t1,K17785
g1668.t1,K03164
g1671.t1,K13862
g1672.t1,K20872
g1673.t1,K02917
g1675.t1,K19024
g1676.t1,K21198
g1679.t2,K12385
g1681.t1,K23038
g1684.t1,K02685
g1685.t1,K09493
g1700.t1,K14539
g1705.t1,K08337
g1708.t1,K08288
g1708.t2,K08288
g1709.t1,K14016
g1710.t1,K04564
g1716.t1,K03678
g1721.t1,K05759
g1722.t1,K01179
g1723.t1,K11854
g1723.t2,K11854
g1723.t3,K13719
g1724.t1,K00030
g1725.t1,K00876
g1725.t2,K00876
g1726.t1,K05760
g1727.t1,K11155
g1744.t1,K00556
g1747.t1,K01179
g1748.t1,K12832
g1749.t1,K15117
g1751.t1,K07562
g1753.t1,K02975
g1754.t1,K01126
g1757.t1,K02901
g1760.t1,K18447
g1761.t1,K11290
g1765.t1,K20405
g1766.t1,K16578
g1768.t1,K12180
g1774.t1,K02331
g1775.t1,K13985
g1778.t1,K11843
g1783.t1,K20295
g1787.t1,K12587
g1787.t2,K12587
g1789.t1,K08054
g1790.t1,K26678
g1791.t1,K07588
g1792.t1,K07588
g1793.t1,K11271
g1797.t1,K14553
g1804.t1,K12433
g1861.t1,K12199
g1862.t1,K07407
g1863.t1,K05016
g1865.t1,K24195
g1868.t1,K06972
g1871.t1,K07442
g1872.t1,K14721
g1875.t1,K02350
g1876.t1,K18081
g1891.t1,K03885
g1898.t1,K21797
g1900.t1,K06176
g1907.t1,K12591
g1908.t1,K00626
g1910.t1,K02219
g1911.t1,K07565
g1928.t1,K22937
g1929.t1,K02606
g1939.t1,K12857
g1943.t1,K10389
g1947.t1,K02920
g1951.t1,K14964
g1952.t1,K14964
g1953.t2,K00993
g1957.t1,K11366
g1959.t1,K15732
g1961.t1,K00915
g1970.t1,K20121
g1971.t1,K01610
g1972.t1,K20121
g1973.t1,K23570
g1974.t1,K14709
g1977.t1,K17292
g1978.t2,K14806
g1994.t1,K10575
g1997.t1,K26159
g1998.t1,K15728
g1999.t1,K19036
g2005.t1,K00416
g2012.t1,K01900
g2015.t1,K27411
g2016.t1,K00966
g2018.t1,K02151
g2019.t1,K03237
g2020.t1,K15040
g2020.t2,K15040
g2025.t1,K22479
g2026.t1,K20298
g2028.t1,K02156
g2029.t1,K03635
g2044.t1,K07575
g2057.t1,K01424
g2058.t1,K15115
g2061.t1,K01596
g2062.t1,K01885
g2066.t1,K01969
g2070.t1,K10080
g2074.t1,K03007
g2075.t1,K02912
g2078.t1,K11364
g2081.t1,K07889
g2082.t1,K12580
g2091.t1,K15508
g2106.t1,K00869
g2108.t1,K03025
g2122.t1,K15029
g2123.t1,K03254
g2129.t1,K02980
g2133.t1,K11292
g2134.t1,K15042
g2136.t1,K11086
g2138.t1,K14574
g2143.t1,K03142
g2151.t1,K03083
g2154.t1,K04533
g2154.t2,K04533
g2155.t1,K13354
g2160.t1,K02973
g2162.t1,K10949
g2163.t1,K12855
g2170.t1,K10901
g2171.t1,K27976
g2172.t1,K12307
g2175.t1,K04717
g2177.t1,K15423
g2180.t1,K03949
g2184.t1,K03953
g2185.t1,K10357
g2195.t1,K15033
g2196.t1,K17435
g2212.t1,K16912
g2221.t1,K00665
g2228.t1,K10364
g2231.t1,K08789
g2234.t1,K07478
g2234.t2,K07478
g2243.t1,K05692
g2248.t1,K08956
g2254.t1,K24815
g2255.t1,K07953
g2256.t1,K17260
g2259.t1,K15498
g2262.t1,K01365
g2263.t1,K21989
g2264.t1,K00031
g2264.t2,K00031
g2265.t1,K00031
g2272.t1,K18188
g2275.t1,K00767
g2278.t1,K02326
g2279.t1,K00858
g2282.t1,K17783
g2284.t1,K06664
g2285.t1,K01876
g2286.t1,K22503
g2291.t1,K18734
g2295.t1,K03946
g2295.t2,K03946
g2298.t1,K00948
g2299.t1,K22544
g2304.t1,K05692
g2308.t1,K07200
g2312.t1,K22285
g2314.t1,K00029
g2328.t1,K23022
g2329.t1,K04718
g2332.t1,K17777
g2333.t1,K15631
g2347.t1,K03030
g2352.t1,K13121
g2354.t1,K25762
g2355.t1,K22855
g2365.t1,K23298
g2371.t1,K02732
g2381.t1,K00357
g2386.t1,K17506
g2387.t1,K16369
g2389.t1,K17600
g2391.t1,K02987
g2393.t1,K17917
g2395.t1,K07195
g2396.t1,K12825
g2401.t1,K15544
g2402.t1,K19347
g2404.t1,K01887
g2413.t1,K04353
g2417.t1,K00383
g2417.t2,K00383
g2418.t1,K02731
g2422.t1,K11269
g2423.t1,K02542
g2425.t1,K11088
g2432.t1,K10863
g2435.t1,K24738
g2438.t1,K03355
g2440.t1,K17497
g2442.t1,K01065
g2443.t1,K17989
g2444.t1,K02896
g2449.t1,K16196
g2451.t1,K01365
g2452.t1,K02206
g2453.t1,K03843
g2454.t1,K14568
g2458.t1,K03506
g2463.t1,K01637
g2466.t1,K22390
g2467.t1,K01875
g2469.t1,K15425
g2482.t1,K06691
g2487.t1,K04097
g2488.t1,K06072
g2491.t1,K15445
g2504.t1,K10712
g2507.t1,K13103
g2513.t1,K10808
g2514.t1,K00615
g2515.t1,K00791
g2516.t1,K04708
g2516.t2,K04708
g2517.t1,K19765
g2521.t1,K12397
g2522.t1,K14998
g2525.t1,K00587
g2526.t1,K00274
g2527.t1,K00274
g2531.t1,K02877
g2532.t1,K09658
g2533.t1,K03031
g2534.t1,K03104
g2545.t1,K20191
g2552.t1,K07976
g2560.t1,K02736
g2561.t1,K21813
g2578.t1,K04412
g2579.t1,K17618
g2588.t1,K00507
g2598.t1,K09486
g2600.t1,K14709
g2601.t1,K00940
g2602.t1,K18588
g2605.t1,K14310
g2608.t1,K01745
g2610.t1,K00273
g2611.t2,K21397
g2613.t1,K15323
g2614.t1,K03627
g2616.t1,K02887
g2630.t1,K02983
g2631.t1,K13288
g2631.t2,K13288
g2633.t1,K14758
g2637.t1,K04459
g2638.t1,K02537
g2639.t1,K11650
g2641.t1,K08819
g2642.t1,K20307
g2662.t1,K17686
g2667.t1,K02146
g2675.t1,K00036
g2679.t1,K12863
g2682.t1,K03283
g2685.t1,K03094
g2687.t1,K04482
g2694.t1,K18192
g2698.t1,K20300
g2700.t1,K22754
g2704.t1,K01277
g2706.t1,K25731
g2711.t1,K08342
g2711.t2,K08342
g2720.t1,K04629
g2724.t1,K03136
g2725.t1,K03022
g2726.t1,K20520
g2726.t2,K20520
g2732.t1,K00005
g2733.t1,K11824
g2734.t1,K28359
g2744.t1,K28359
g2745.t1,K11824
g2746.t1,K08317
g2752.t1,K20520
g2752.t2,K20520
g2753.t1,K03022
g2754.t1,K03136
g2758.t1,K04629
g2767.t1,K08342
g2767.t2,K08342
g2771.t1,K25731
g2773.t1,K01277
g2777.t1,K22754
g2779.t1,K20300
g2783.t1,K18192
g2790.t1,K04482
g2792.t1,K03094
g2795.t1,K03283
g2798.t1,K12863
g2802.t1,K00036
g2810.t1,K02146
g2815.t1,K17686
g2835.t1,K20307
g2836.t1,K08819
g2838.t1,K11650
g2839.t1,K02537
g2840.t1,K04459
g2844.t1,K14758
g2846.t1,K13288
g2846.t2,K13288
g2847.t1,K02983
g2860.t1,K02887
g2862.t1,K03627
g2863.t1,K15323
g2866.t1,K00273
g2868.t1,K01745
g2871.t1,K14310
g2874.t1,K18588
g2875.t1,K00940
g2876.t1,K14709
g2878.t1,K09486
g2888.t1,K00507
g2897.t1,K17618
g2898.t1,K04412
g2915.t1,K21813
g2916.t1,K02736
g2924.t1,K07976
g2930.t1,K20191
g2941.t1,K03104
g2942.t1,K03031
g2943.t1,K09658
g2944.t1,K02877
g2948.t1,K00274
g2949.t1,K00274
g2950.t1,K00587
g2953.t1,K14998
g2954.t1,K12397
g2958.t1,K19765
g2959.t1,K04708
g2960.t1,K00791
g2961.t1,K00615
g2962.t1,K10808
g2968.t1,K13103
g2971.t1,K10712
g2985.t1,K15445
g2988.t1,K06072
g2989.t1,K04097
g2994.t1,K06691
g3002.t1,K01623
g3005.t1,K01889
g3008.t1,K24940
g3012.t1,K12849
g3015.t1,K10742
g3021.t1,K03781
g3023.t1,K20286
g3035.t1,K07252
g3036.t1,K14306
g3039.t1,K11321
g3039.t2,K11321
g3040.t2,K05643
g3043.t1,K12874
g3044.t1,K02149
g3048.t1,K25816
g3049.t1,K07513
g3051.t1,K14403
g3057.t1,K17498
g3060.t1,K20306
g3060.t2,K20306
g3062.t1,K20123
g3063.t1,K11353
g3064.t1,K10689
g3066.t1,K16833
g3069.t1,K01412
g3070.t1,K00764
g3072.t1,K14779
g3076.t1,K10418
g3077.t1,K23566
g3079.t1,K01867
g3092.t1,K11303
g3098.t1,K23289
g3099.t1,K11855
g3100.t1,K09567
g3101.t1,K11068
g3102.t1,K05692
g3105.t1,K05692
g3106.t1,K05692
g3107.t1,K05692
g3108.t1,K23333
g3115.t1,K04370
g3121.t1,K00700
g3122.t1,K11718
g3130.t1,K10896
g3132.t1,K01522
g3135.t1,K00799
g3135.t2,K00799
g3140.t1,K00876
g3146.t1,K05643
g3148.t1,K12817
g3149.t1,K02144
g3151.t1,K05760
g3161.t1,K01868
g3162.t1,K03126
g3168.t1,K10696
g3169.t1,K03113
g3174.t1,K15210
g3183.t1,K01641
g3185.t1,K10994
g3187.t1,K07973
g3189.t1,K14852
g3190.t1,K05750
g3193.t1,K13337
g3195.t1,K22377
g3198.t2,K09645
g3203.t1,K15175
g3215.t1,K14830
g3216.t1,K06631
g3224.t1,K10747
g3232.t1,K05692
g3235.t1,K05681
g3241.t1,K17775
g3242.t1,K07390
g3243.t1,K05692
g3244.t3,K19526
g3247.t1,K01803
g3253.t1,K09004
g3254.t1,K05692
g3259.t1,K00850
g3264.t1,K18587
g3266.t1,K01673
g3267.t1,K10359
g3272.t1,K01908
g3275.t1,K01431
g3277.t1,K01900
g3278.t1,K11876
g3286.t1,K02938
g3287.t1,K08870
g3304.t1,K00894
g3306.t1,K02935
g3308.t1,K03251
g3310.t1,K02871
g3313.t1,K14440
g3318.t1,K13506
g3321.t1,K12310
g3323.t1,K12856
g3327.t1,K05692
g3329.t1,K05692
g3330.t1,K05692
g3337.t1,K24970
g3340.t1,K12843
g3345.t1,K01206
g3350.t1,K11165
g3369.t1,K01322
g3370.t1,K22066
g3371.t1,K17263
g3376.t1,K01892
g3382.t1,K10643
g3387.t1,K03661
g3388.t1,K15161
g3388.t2,K02155
g3388.t3,K15161
g3391.t1,K09568
g3397.t1,K14546
g3401.t1,K20032
g3407.t1,K08857
g3417.t1,K03105
g3418.t1,K06678
g3421.t1,K22566
g3427.t1,K03165
g3428.t1,K20827
g3430.t1,K00236
g3434.t1,K00567
g3438.t1,K03849
g3439.t1,K22563
g3440.t1,K11971
g3441.t1,K01893
g3442.t1,K00894
g3447.t1,K15278
g3451.t1,K11393
g3454.t1,K01557
g3456.t1,K09458
g3457.t1,K14791
g3457.t2,K14791
g3458.t1,K20792
g3470.t1,K13202
g3474.t1,K11841
g3477.t1,K11308
g3477.t2,K11308
g3483.t1,K11303
g3485.t1,K00922
g3494.t1,K10251
g3495.t1,K01784
g3499.t1,K14753
g3501.t1,K12390
g3502.t1,K00599
g3507.t1,K21852
g3508.t1,K27804
g3511.t1,K00658
g3515.t1,K00134
g3516.t1,K09584
g3517.t1,K05606
g3518.t1,K01647
g3523.t1,K05692
g3524.t1,K19572
g3528.t1,K03260
g3532.t1,K24169
g3533.t2,K25815
g3541.t1,K14821
g3542.t1,K14771
g3543.t1,K17890
g3545.t1,K12399
g3546.t1,K01965
g3548.t1,K12859
g3556.t1,K11853
g3568.t1,K00472
g3575.t1,K08735
g3576.t1,K01611
g3579.t1,K12194
g3580.t1,K16075
g3583.t1,K03322
g3589.t1,K22381
g3595.t1,K00459
g3603.t1,K14798
g3605.t1,K12486
g3610.t1,K10356
g3612.t1,K00773
g3614.t1,K15289
g3614.t2,K15289
g3615.t2,K12244
g3620.t1,K14572
g3622.t1,K10573
g3628.t1,K08873
g3629.t1,K15433
g3631.t1,K24963
g3633.t1,K02150
g3637.t1,K03029
g3638.t1,K27244
g3639.t1,K02892
g3640.t1,K07918
g3647.t1,K08738
g3652.t1,K27310
g3652.t2,K27310
g3655.t1,K17782
g3656.t1,K08711
g3657.t1,K08711
g3658.t1,K00861
g3659.t1,K00671
g3663.t1,K12811
g3664.t1,K00318
g3665.t1,K15456
g3668.t1,K01082
g3670.t1,K14802
g3673.t1,K02999
g3677.t1,K01872
g3679.t1,K10803
g3679.t2,K10803
g3679.t3,K03564
g3680.t1,K11374
g3681.t1,K06693
g3683.t1,K20791
g3686.t1,K02519
g3689.t1,K14802
g3691.t1,K02872
g3696.t1,K14838
g3700.t1,K01638
g3705.t1,K20190
g3709.t1,K02212
g3710.t1,K01764
g3713.t1,K12200
g3714.t1,K08832
g3719.t1,K12598
g3729.t1,K12625
g3730.t1,K21777
g3733.t1,K12878
g3733.t2,K12878
g3744.t1,K01192
g3746.t1,K14724
g3746.t2,K14724
g3747.t1,K00889
g3748.t1,K01953
g3752.t1,K00997
g3753.t1,K03143
g3755.t1,K11805
g3759.t1,K11267
g3762.t1,K19932
g3763.t1,K02974
g3764.t1,K18171
g3765.t1,K03120
g3766.t1,K12181
g3771.t1,K06269
g3772.t1,K03106
g3779.t1,K07765
g3786.t1,K15119
g3790.t1,K13176
g3795.t1,K18159
g3798.t1,K07976
g3804.t1,K12828
g3805.t1,K18932
g3806.t1,K03099
g3814.t1,K05016
g3815.t1,K12618
g3819.t1,K28153
g3824.t1,K27921
g3826.t1,K09500
g3827.t1,K00586
g3831.t1,K01974
g3832.t1,K12767
g3832.t2,K12767
g3833.t1,K17500
g3833.t2,K17500
g3839.t1,K18462
g3841.t1,K06027
g3842.t1,K06669
g3852.t1,K01054
g3857.t1,K20182
g3869.t1,K01052
g3870.t1,K02135
g3873.t1,K01881
g3879.t1,K12604
g3886.t1,K12880
g3898.t1,K05310
g3900.t1,K14790
g3901.t1,K16196
g3907.t1,K14684
g3911.t1,K09584
g3912.t1,K23490
g3914.t1,K07976
g3918.t1,K26752
g3919.t1,K01895
g3923.t1,K02156
g3927.t1,K14555
g3933.t1,K04630
g3945.t1,K01895
g3947.t1,K01966
g3950.t1,K04640
g3951.t1,K14802
g3952.t1,K03349
g3952.t2,K03349
g3953.t1,K17972
g3954.t1,K10413
g3957.t1,K00799
g3964.t1,K11540
g3966.t1,K13280
g3967.t1,K22761
g3969.t1,K12310
g3971.t1,K12489
g3975.t1,K10570
g3979.t1,K08017
g3980.t1,K00784
g3985.t1,K02957
g3990.t1,K14802
g3997.t1,K14815
g4000.t1,K03439
g4001.t1,K03264
g4006.t1,K07901
g4007.t1,K11293
g4009.t1,K00162
g4010.t1,K02964
g4014.t1,K08853
g4015.t1,K23565
g4016.t1,K01613
g4019.t1,K20493
g4029.t1,K26935
g4031.t1,K02937
g4032.t1,K11376
g4033.t1,K11838
g4040.t1,K09490
g4041.t1,K08489
g4043.t1,K08489
g4044.t1,K08835
g4045.t1,K07304
g4048.t1,K08991
g4060.t1,K10356
g4062.t1,K00021
g4063.t1,K15281
g4066.t1,K00784
g4068.t1,K12385
g4071.t1,K01807
g4072.t1,K01206
g4075.t1,K20407
g4076.t1,K24865
g4086.t1,K19027
g4088.t1,K01866
g4102.t1,K01127
g4105.t1,K04348
g4109.t1,K02977
g4110.t1,K15279
g4115.t1,K00993
g4117.t1,K04392
g4118.t1,K01647
g4119.t1,K15105
g4124.t1,K03061
g4125.t1,K14554
g4127.t1,K03099
g4134.t1,K22696
g4135.t1,K13907
g4136.t1,K06950
g4146.t1,K14320
g4148.t1,K03681
g4150.t1,K11649
g4153.t1,K18620
g4155.t1,K00995
g4155.t2,K00995
g4159.t1,K12310
g4161.t1,K07208
g4169.t1,K10699
g4170.t1,K15378
g4171.t1,K10085
g4171.t2,K17807
g4171.t3,K10085
g4172.t1,K10599
g4174.t1,K03097
g4182.t1,K11806
g4185.t1,K14085
g4188.t1,K15455
g4191.t1,K16196
g4194.t1,K18757
g4201.t1,K01915
g4210.t1,K23490
g4216.t1,K00602
g4217.t1,K22560
g4228.t1,K06670
g4231.t1,K11254
g4234.t1,K05016
g4237.t1,K12402
g4238.t1,K12622
g4240.t1,K02865
g4241.t1,K09488
g4244.t1,K13335
g4246.t1,K21398
g4261.t1,K15537
g4262.t1,K15053
g4263.t1,K20302
g4269.t1,K01890
g4270.t1,K12599
g4270.t2,K12599
g4271.t1,K08675
g4276.t1,K22871
g4286.t1,K08515
g4290.t1,K08343
g4291.t1,K22736
g4294.t1,K11254
g4295.t1,K23113
g4300.t1,K04646
g4304.t1,K02961
g4306.t1,K03018
g4308.t1,K00901
g4314.t1,K03941
g4315.t1,K01883
g4315.t2,K01883
g4319.t1,K11426
g4322.t1,K13348
g4323.t1,K00784
g4325.t1,K23563
g4329.t1,K02984
g4330.t1,K00604
g4331.t1,K01754
g4333.t1,K17087
g4335.t1,K04536
g4336.t1,K10773
g4341.t1,K14299
g4346.t1,K03858
g4349.t1,K10580
g4354.t1,K01539
g4360.t1,K01112
g4363.t1,K08796
g4364.t1,K14396
g4367.t1,K27103
g4373.t1,K11518
g4374.t1,K13431
g4393.t1,K15361
g4394.t1,K08825
g4398.t1,K00888
g4400.t1,K20477
g4401.t1,K09498
g4403.t1,K02147
g4404.t1,K06632
g4408.t1,K08267
g4409.t1,K00457
g4409.t2,K00457
g4418.t1,K17906
g4421.t1,K09659
g4431.t1,K03320
g4435.t1,K04688
g4439.t1,K13131
g4441.t1,K10425
g4448.t1,K11887
g4453.t1,K15507
g4454.t1,K08490
g4454.t2,K08490
g4481.t1,K20183
g4486.t1,K02936
g4486.t2,K02936
g4486.t3,K04794
g4487.t1,K27905
g4490.t1,K01792
g4493.t1,K03937
g4494.t1,K02978
