gene,KO_ID
g14494.t1,K20160
g14497.t1,K22144
g14500.t1,K06682
g14502.t1,K14302
g14505.t1,K14157
g14509.t1,K15538
g14510.t1,K10875
g14514.t1,K02154
g14516.t1,K00764
g14517.t1,K00602
g14520.t1,K22562
g14528.t1,K15255
g14531.t1,K08838
g14535.t1,K11997
g14536.t1,K23091
g14541.t1,K03214
g14541.t2,K03214
g14542.t1,K15109
g14546.t1,K00784
g14547.t1,K17708
g14550.t1,K14016
g14551.t1,K07651
g15935.t1,K18013
g15936.t1,K24419
g15936.t2,K24419
g15937.t2,K17362
g15939.t1,K09702
g15941.t1,K01067
g15944.t1,K13708
g15946.t1,K11259
g15948.t1,K03724
g15950.t1,K20003
g15956.t1,K21852
g15957.t1,K11344
g15958.t1,K14590
g15958.t2,K14590
g15959.t1,K15116
g15961.t1,K03893
g15962.t1,K10105
g15963.t1,K10901
g15965.t1,K05016
g15965.t2,K05016
g15966.t1,K19801
g15969.t1,K12412
g15971.t1,K00357
g15972.t1,K19572
g15972.t2,K19572
g15998.t1,K04370
g16003.t1,K15639
g16004.t1,K01893
g16005.t1,K11495
g16007.t1,K02971
g16009.t1,K01070
g16009.t2,K01070
g16022.t1,K01990
g16564.t1,K15082
g2.t1,K00326
g3.t1,K20359
g4.t1,K16669
g742.t1,K06111
g742.t2,K06111
g743.t1,K08794
g747.t1,K12890
g751.t1,K01759
g756.t2,K07677
g768.t1,K09020
g769.t1,K02364
g770.t1,K02364
g774.t1,K19839
g775.t1,K11718
g784.t1,K13049
g785.t1,K09660
g788.t1,K22138
g789.t1,K22139
g797.t1,K18416
g797.t2,K18416
g802.t1,K21922
g803.t1,K00889
g803.t2,K00889
g811.t1,K11166
g817.t1,K06637
g819.t1,K01115
g819.t2,K01115
g833.t1,K01279
g835.t1,K03063
g835.t2,K03063
g841.t1,K15104
g843.t1,K11518
g844.t1,K17623
g854.t1,K20103
g855.t1,K18258
g855.t2,K18258
g856.t1,K01127
g856.t2,K06482
g857.t1,K01869
g857.t2,K01869
g861.t1,K07124
g867.t1,K05665
g867.t3,K05665
g868.t1,K24510
g868.t2,K24510
g873.t1,K15378
g882.t1,K06497
g882.t2,K06497
g887.t1,K02178
g887.t3,K02178
g888.t1,K21889
g895.t1,K10867
g898.t1,K10802
g898.t2,K10802
g904.t1,K05970
g910.t1,K11296
g916.t1,K27398
g919.t1,K15074
g922.t1,K11205
g923.t1,K00922
g923.t2,K00922
g924.t1,K07238
g925.t1,K10866
g926.t1,K22438
g927.t1,K03521
g928.t1,K17260
g932.t1,K02183
g933.t1,K02969
g935.t1,K18696
g936.t1,K14567
g936.t2,K14567
g937.t1,K27411
g943.t1,K09486
g944.t1,K26496
g945.t1,K08336
g945.t2,K08336
g946.t1,K10599
g946.t2,K10599
g948.t1,K14861
g950.t1,K16571
g952.t1,K14550
g954.t1,K08796
g954.t2,K08796
g956.t1,K00671
g958.t1,K22415
g959.t1,K02922
g960.t1,K02995
g961.t1,K01412
g962.t1,K26979
g964.t1,K15360
g965.t1,K19027
g969.t1,K14318
g969.t2,K14318
g974.t1,K08869
g976.t1,K20793
g977.t1,K01519
g980.t1,K10256
g980.t2,K10256
g982.t1,K02183
g984.t1,K01148
g985.t1,K10865
g987.t1,K14833
g989.t1,K17702
g990.t1,K07056
g991.t1,K17498
g991.t2,K17498
g992.t1,K07942
g995.t1,K08790
g996.t1,K15275
g996.t2,K15275
g998.t1,K07204
g998.t2,K07204
g1003.t1,K01180
g1014.t1,K04604
g1343.t1,K06066
g1344.t1,K10689
g1348.t2,K12382
g1349.t1,K00573
g1350.t1,K04712
g1350.t2,K04712
g1351.t1,K09048
g1351.t2,K09048
g1354.t1,K19842
g1355.t1,K12826
g1356.t1,K12876
g1358.t1,K25896
g1359.t1,K11353
g1361.t1,K02998
g1363.t3,K24687
g1364.t1,K25102
g1365.t1,K02838
g1367.t1,K00902
g1369.t1,K08900
g1370.t1,K03679
g1372.t1,K18749
g1373.t1,K02731
g1374.t1,K03038
g1376.t1,K11338
g1381.t1,K12598
g1384.t1,K14015
g1385.t1,K00036
g1385.t2,K00036
g1387.t1,K15283
g1389.t1,K00688
g1390.t1,K11267
g1392.t1,K00275
g1396.t1,K00799
g1406.t1,K11173
g1411.t1,K09568
g1412.t1,K23919
g1416.t1,K25808
g1417.t1,K14685
g1418.t1,K04368
g2397.t1,K22282
g2400.t1,K09131
g2408.t1,K11699
g2415.t1,K26731
g2415.t2,K26731
g2416.t1,K00129
g2424.t1,K24812
g2431.t1,K03695
g2433.t1,K19882
g2435.t1,K19882
g2437.t1,K10587
g2437.t2,K10587
g2449.t1,K11876
g2450.t1,K13115
g2450.t2,K13115
g2460.t1,K01640
g2460.t2,K01640
g2461.t1,K03016
g2463.t1,K03627
g2464.t1,K21891
g2466.t1,K08339
g2469.t1,K19882
g2473.t1,K17609
g2480.t1,K22985
g2484.t1,K02877
g2485.t1,K09658
g2486.t1,K23796
g2487.t1,K27804
g2487.t2,K27804
g2489.t1,K15519
g2491.t1,K14004
g2491.t2,K14004
g2493.t1,K11583
g2496.t1,K02870
g2497.t1,K11393
g2498.t1,K21773
g2501.t1,K15075
g2502.t1,K10754
g2503.t1,K15053
g2505.t1,K15443
g2511.t1,K10908
g2512.t1,K11724
g2513.t1,K12307
g2514.t1,K04392
g2517.t1,K15449
g2520.t1,K19589
g2522.t1,K19323
g2523.t1,K24069
g2526.t1,K17292
g2526.t2,K17292
g2527.t1,K10524
g2533.t1,K07765
g2533.t2,K07765
g2535.t1,K03843
g2536.t1,K15447
g2537.t1,K07831
g2538.t1,K11834
g2542.t1,K12816
g2543.t1,K19177
g2543.t2,K19177
g2545.t1,K12663
g2547.t1,K06027
g2548.t1,K08827
g2550.t1,K01120
g2553.t1,K18470
g2555.t1,K13345
g2569.t1,K02955
g2570.t1,K12605
g2570.t2,K12605
g2570.t3,K12605
g2573.t1,K06201
g2574.t1,K12824
g2576.t1,K10730
g2578.t1,K14416
g2578.t2,K14416
g2580.t1,K24524
g2584.t1,K07648
g2584.t2,K07648
g2585.t1,K14589
g2587.t1,K02328
g2596.t2,K17382
g2597.t1,K14815
g2598.t1,K03014
g2599.t1,K04565
g2599.t2,K04565
g2600.t1,K03555
g2601.t1,K07374
g2602.t1,K03259
g2603.t1,K07206
g2603.t2,K07206
g2605.t1,K20028
g2609.t1,K04427
g2610.t1,K05126
g2611.t1,K05109
g2613.t1,K24265
g2613.t2,K24265
g2614.t1,K12373
g2614.t2,K12373
g2615.t1,K01823
g2616.t1,K12613
g2620.t1,K01230
g2623.t1,K20044
g2627.t1,K05728
g2628.t1,K05728
g2629.t1,K05728
g2630.t1,K05728
g2630.t2,K05728
g2631.t1,K05662
g2631.t2,K05662
g2635.t1,K12373
g2635.t2,K12373
g2640.t1,K10420
g2643.t1,K01279
g2646.t1,K00281
g2650.t1,K28124
g2655.t1,K23568
g2661.t1,K09537
g2663.t1,K00232
g2664.t1,K06940
g2671.t1,K00108
g2672.t1,K04461
g2674.t1,K05011
g4521.t1,K10751
g4523.t1,K06173
g4526.t1,K13280
g4534.t1,K01887
g4538.t1,K13247
g4540.t1,K17562
g4540.t2,K17562
g4542.t1,K13124
g4544.t1,K02727
g4548.t1,K01191
g4549.t1,K10773
g4555.t1,K11857
g4557.t1,K05605
g5048.t1,K19519
g5670.t1,K01490
g7248.t1,K16186
g7259.t1,K23741
g7259.t2,K23741
g7261.t1,K27898
g7276.t1,K17681
g7278.t1,K20526
g7278.t2,K20526
g7279.t1,K01288
g8843.t1,K11861
g8844.t1,K12864
g10588.t1,K14709
g10596.t1,K13342
g10609.t1,K01792
g10616.t1,K04615
g11718.t1,K22139
g11719.t1,K22138
g11722.t1,K09660
g11723.t1,K01293
g12343.t2,K05665
g12351.t1,K20093
g12356.t1,K17592
g12357.t1,K17362
g12357.t2,K17362
g12361.t1,K15719
g12363.t1,K20131
g12369.t1,K01053
g12381.t1,K00059
g12384.t1,K06128
g12384.t2,K06128
g12385.t1,K01875
g12386.t1,K17878
g12388.t1,K20463
g12389.t1,K09499
g12390.t1,K24183
g12390.t2,K24183
g12392.t1,K04718
g12393.t1,K00816
g12394.t1,K17609
g12396.t1,K08844
g12396.t2,K08844
g12397.t1,K23287
g12398.t1,K10416
g12402.t1,K08960
g12403.t1,K15192
g12405.t1,K16365
g12405.t2,K16365
g12406.t1,K26419
g12407.t1,K00824
g12408.t1,K01647
g12408.t2,K01647
g12409.t1,K02894
g12410.t1,K16587
g12413.t1,K03217
g12413.t2,K03217
g12414.t1,K10877
g12415.t1,K25639
g12415.t2,K25639
g12415.t3,K14168
g12416.t1,K03253
g12419.t1,K08838
g12420.t1,K26935
g12421.t1,K09584
g12423.t1,K22066
g12425.t1,K20128
g12426.t1,K24928
g12427.t1,K08193
g12429.t1,K12604
g12429.t2,K12604
g12430.t1,K03681
g12432.t1,K08956
g12440.t1,K09008
g12443.t1,K11129
g12444.t1,K24865
g12445.t1,K12844
g12448.t1,K08341
g12449.t1,K03531
g12449.t2,K03531
g12450.t1,K15033
g12451.t1,K00417
g12452.t1,K20363
g12454.t1,K00670
g12457.t1,K10585
g12457.t2,K10585
g12458.t1,K04648
g12459.t1,K15161
g12460.t1,K02537
g12464.t1,K00809
g12464.t2,K00809
g12464.t4,K17497
g12468.t1,K14407
g12483.t1,K01858
g12484.t1,K09584
g12485.t1,K04646
g12486.t1,K15119
g12486.t2,K15119
g12502.t1,K06975
g12503.t1,K01733
g12517.t1,K12856
g12519.t1,K06316
g12520.t1,K03262
g12521.t1,K01530
g12526.t1,K14830
g12529.t1,K28083
g12530.t1,K27164
g12531.t1,K03256
g12533.t1,K10575
g12535.t1,K15162
g12535.t2,K15162
g13289.t1,K15505
g13291.t1,K15120
g13292.t1,K22074
g13293.t1,K24758
g13308.t1,K21989
g13312.t1,K05605
g13312.t2,K02981
g13312.t3,K05605
g13315.t1,K01262
g13316.t1,K07071
g13321.t1,K04352
g13329.t1,K20032
g13342.t1,K00222
g13345.t1,K17496
g13346.t1,K02887
g13350.t1,K08490
g13352.t1,K02730
g13353.t1,K03348
g13353.t2,K04083
g13353.t3,K03348
g13355.t1,K00826
g13356.t1,K08738
g13357.t1,K02183
g13360.t1,K00232
g13365.t1,K21848
g13366.t1,K01783
g13367.t1,K14301
g13368.t1,K15289
g13368.t2,K15289
g13369.t1,K01867
g13370.t1,K04802
g13371.t1,K17601
g13373.t1,K19431
g13374.t1,K16330
g13375.t1,K00252
g13376.t1,K14963
g13377.t1,K13144
g13378.t1,K12175
g13381.t1,K24070
g13381.t2,K24070
g13382.t1,K15791
g13382.t2,K15791
g13387.t1,K01277
g13388.t1,K05768
g13388.t2,K05768
g13390.t1,K25470
g13391.t1,K24725
g13393.t1,K00074
g13394.t1,K21456
g13400.t1,K05925
g13401.t1,K03005
g13402.t2,K14782
g13403.t1,K18586
g13404.t1,K23569
g13407.t1,K02257
g13408.t1,K02607
g13408.t2,K02607
g13410.t1,K11252
g13414.t1,K08963
g13418.t1,K18064
g13418.t2,K18064
g13419.t1,K02427
g13420.t1,K14395
g13421.t1,K13153
g13421.t2,K13153
g13422.t1,K18587
g13426.t1,K11090
g13430.t1,K08515
g13432.t1,K12883
g13433.t1,K25201
g13440.t1,K01113
g13440.t2,K01113
g13441.t1,K01113
g13457.t1,K06679
g13463.t1,K00451
g13464.t1,K15333
g13465.t1,K00232
g13466.t1,K16369
g13471.t1,K28105
g13475.t1,K10268
g13477.t1,K03661
g13479.t1,K09536
g13484.t1,K07028
g13487.t1,K11375
g13492.t1,K22377
g13509.t1,K02864
g13511.t1,K02864
g13514.t1,K01476
g13526.t1,K14327
g13526.t2,K14327
g13529.t1,K28021
g13537.t1,K14309
g13567.t1,K07652
g13572.t1,K14999
g13573.t1,K11674
g13576.t1,K12189
g13577.t1,K13419
g13580.t1,K01265
g13581.t1,K11266
g13583.t1,K01915
g13586.t1,K10532
g13586.t2,K10532
g13589.t1,K27605
g13591.t1,K15710
g13591.t3,K15710
g13592.t1,K03320
g13595.t1,K13152
g13597.t1,K11419
g13603.t1,K01562
g13604.t1,K11803
g13610.t1,K23788
g13616.t1,K00276
g13621.t1,K07560
g13628.t1,K15118
g13633.t1,K00249
g13633.t2,K00249
g13634.t1,K06675
g13635.t1,K07556
g13636.t1,K00006
g13642.t1,K05657
g13645.t1,K28049
g13648.t1,K21437
g13660.t1,K11808
g13662.t1,K16675
g13668.t1,K28153
g13669.t1,K23424
g13674.t1,K01599
g13675.t1,K00643
g13683.t1,K07819
g13690.t1,K23902
g13691.t1,K24927
g13692.t1,K01673
g13694.t1,K04459
g13695.t1,K19612
g13695.t2,K19612
g13703.t1,K00507
g13703.t2,K00507
g13706.t1,K01180
g13706.t2,K01180
g13708.t1,K00103
g13709.t1,K15109
g13710.t1,K15423
g13710.t2,K15423
g13712.t1,K03294
g13722.t1,K25215
g13729.t1,K17935
g13731.t1,K08597
g13741.t1,K02151
g13741.t3,K02151
g13748.t1,K19619
g13753.t1,K14617
g13754.t1,K08997
g13756.t1,K15115
g13759.t1,K14617
g13761.t1,K11885
g13763.t1,K08515
g13763.t2,K08515
g13765.t1,K02895
g13769.t1,K03165
g13770.t1,K04392
g13772.t1,K15335
g13774.t1,K14812
g13774.t2,K14812
g13776.t1,K13499
g13780.t1,K14300
g13782.t1,K00232
g13783.t1,K01922
g13786.t1,K04459
g13787.t1,K22503
g13788.t1,K20649
g13789.t1,K11136
g13789.t2,K11136
g13792.t1,K18726
g13793.t1,K04482
g13794.t1,K13104
g13796.t1,K02604
g13799.t1,K18469
g13801.t1,K03364
g13802.t1,K18665
g13803.t1,K14778
g13803.t2,K14778
g13805.t1,K19984
g13807.t1,K18162
g13808.t1,K00025
g13809.t1,K10728
g13809.t2,K10728
g13811.t1,K00981
g13811.t2,K00981
g13814.t1,K09458
g13814.t2,K09458
g13817.t1,K14443
g13824.t1,K03152
g13825.t1,K24730
g13826.t1,K16449
g13826.t2,K16449
g13830.t1,K10520
g13834.t1,K26405
g13834.t2,K26405
g13835.t1,K11493
g13845.t1,K26151
g13845.t2,K26151
g13855.t1,K05863
g13859.t1,K01464
g13865.t1,K09874
g13867.t2,K05103
g13874.t1,K18460
g13875.t1,K14563
g13876.t1,K03259
g13877.t1,K07178
g13894.t1,K24790
g13895.t1,K01179
g13896.t1,K08900
g13897.t1,K01231
g13903.t1,K12193
g13904.t1,K21568
g13912.t1,K27624
g13914.t1,K27624
g13915.t1,K27624
g13916.t1,K24755
g13925.t1,K20642
g13925.t2,K20642
g13935.t1,K00721
g13936.t1,K11436
g13940.t1,K24683
g13942.t1,K22684
g13946.t1,K15979
g13950.t1,K00784
g13951.t1,K11968
g13955.t1,K20040
g13957.t1,K18532
g13958.t1,K15121
g13960.t1,K20858
g13962.t1,K24173
g13965.t1,K19941
g13966.t1,K20493
g13966.t2,K20493
g13967.t1,K03848
g13979.t1,K20195
g13981.t1,K00799
g13982.t1,K10755
g13984.t1,K17807
g13985.t1,K10879
g13986.t1,K18798
g13987.t1,K20790
g13987.t2,K20790
g13988.t1,K25006
g13988.t2,K25006
g13989.t1,K14440
g13990.t1,K01726
g13991.t1,K14790
g13992.t1,K12619
g13994.t1,K06210
g13994.t2,K06210
g13995.t1,K20827
g13997.t1,K00798
g13999.t1,K09550
g13999.t2,K09550
g14001.t1,K15561
g14002.t1,K03506
g14003.t1,K28034
g14004.t1,K08737
g14006.t1,K11850
g14008.t1,K09553
g14009.t1,K18273
g14010.t1,K13168
g14013.t1,K07975
g14021.t1,K11252
g14025.t1,K04348
g14031.t1,K14317
g14032.t1,K13696
g14034.t1,K14645
g14041.t1,K20804
g14041.t2,K20804
g14046.t1,K02996
g14046.t2,K02996
g14050.t1,K26089
g14051.t1,K04512
g14051.t2,K04512
g14058.t1,K13412
g14059.t1,K12492
g14059.t2,K12492
g14064.t1,K24962
g14065.t1,K01647
g14065.t2,K01647
g14066.t1,K11511
g14066.t2,K11511
g14069.t1,K01880
g14071.t1,K09958
g14072.t1,K02331
g14074.t1,K18710
g14075.t1,K11799
g14079.t1,K09288
g14080.t1,K22825
g14092.t1,K00705
g14095.t1,K03120
g14099.t1,K01562
g14101.t1,K01562
g14102.t2,K19383
g14102.t3,K19383
g14102.t4,K19383
g14105.t1,K23797
g14105.t2,K23797
g14106.t1,K11650
g14106.t2,K11650
g14108.t1,K04927
g14113.t1,K26151
g14118.t1,K03595
g14118.t2,K03595
g14120.t1,K21138
g14123.t1,K15083
g14126.t1,K07304
g14133.t1,K15288
g14134.t2,K02002
g14136.t1,K12196
g14137.t1,K16339
g14139.t1,K14836
g14147.t1,K01279
g14147.t2,K00657
g14147.t3,K01279
g14148.t1,K01279
g14148.t2,K01279
g14149.t1,K01279
g14151.t1,K00573
g14153.t1,K10860
g14159.t1,K20471
g14159.t2,K20471
g14166.t1,K26094
g14167.t1,K03240
g14168.t1,K00249
g14170.t1,K13566
g14172.t1,K21422
g14173.t1,K19619
g14175.t1,K00948
g14177.t1,K23538
g14178.t1,K00705
g14181.t1,K01214
g14189.t1,K07969
g14191.t1,K10885
g14202.t1,K00963
g14213.t1,K01563
g14213.t2,K01563
g14226.t1,K24708
g14229.t3,K25790
g14231.t1,K05676
g14242.t1,K06180
g14244.t1,K15634
g14248.t1,K22403
g14253.t1,K10632
g14259.t1,K08073
g14261.t1,K04575
g14262.t1,K14209
g14264.t1,K01626
g14265.t1,K12493
g14268.t1,K18260
g14268.t2,K18260
g14269.t1,K20472
g14272.t1,K18645
g14273.t1,K00253
g14274.t1,K12735
g14276.t1,K03363
g14277.t1,K17560
g14283.t1,K19383
g14285.t1,K13051
g14285.t2,K13051
g14286.t1,K02962
g14287.t1,K00789
g14288.t1,K14288
g14288.t2,K14288
g14289.t1,K12847
g14290.t1,K12834
g14291.t1,K00639
g14293.t1,K15789
g14295.t1,K19604
g14301.t1,K11450
g14301.t2,K11450
g14302.t1,K13939
g14303.t1,K17605
g14306.t1,K20224
g14308.t1,K15255
g14310.t1,K17710
g14311.t1,K13501
g14324.t1,K00103
g14325.t1,K08798
g14326.t1,K08798
g14334.t1,K15444
g14337.t1,K28023
g14338.t1,K00586
g14347.t1,K00503
g14355.t1,K22754
g14372.t1,K15208
g14376.t1,K01537
g14377.t1,K08065
g14394.t1,K13118
g14396.t1,K10458
g14399.t1,K20642
g14399.t2,K20642
g14407.t1,K22803
g14407.t2,K22803
g14410.t1,K22745
g14414.t1,K03029
g14417.t1,K00567
g14555.t1,K03984
g14561.t1,K21407
g14564.t1,K01098
g14568.t1,K05970
g14572.t1,K11253
g14573.t1,K23054
g14589.t1,K14788
g14590.t1,K01054
g14595.t2,K10523
g14596.t1,K11858
g14599.t1,K09188
g14600.t1,K17866
g14602.t1,K00543
g14603.t1,K08175
g14604.t1,K08796
g14606.t1,K12272
g14606.t2,K12272
g14607.t1,K14152
g14617.t1,K24976
g14623.t1,K01297
g14628.t1,K14297
g14628.t2,K14297
g14638.t1,K15292
g14645.t1,K03504
g14646.t1,K23612
g14647.t1,K20242
g14656.t1,K11270
g14658.t1,K06171
g14662.t1,K18681
g14665.t1,K10747
g14670.t1,K06620
g14672.t1,K00547
g14673.t1,K13346
g14673.t2,K13346
g14675.t1,K05841
g14678.t1,K17605
g14680.t1,K10631
g14681.t1,K20367
g14682.t1,K03236
g14690.t1,K13510
g14691.t1,K13506
g14693.t1,K17427
g14694.t1,K04411
g14694.t2,K04411
g14705.t1,K13109
g14707.t1,K06943
g14709.t1,K23966
g14710.t1,K20791
g14711.t1,K08675
g14726.t1,K18802
g14728.t1,K09230
g14731.t2,K02481
g14732.t1,K05767
g14734.t1,K11231
g14734.t2,K11231
g14738.t1,K09287
g14744.t1,K08515
g14755.t1,K11268
g14758.t1,K04422
g14763.t1,K20181
g14764.t1,K03469
g14772.t1,K04460
g14773.t1,K17610
g14777.t1,K13350
g14778.t1,K10352
g14778.t2,K10352
g14779.t1,K14165
g14780.t1,K24742
g14781.t1,K22128
g14781.t2,K22128
g14781.t3,K22128
g14786.t1,K18663
g14787.t1,K10838
g14788.t1,K22746
g14789.t1,K00799
g14791.t1,K12823
g14792.t1,K07953
g14793.t1,K00290
g14795.t1,K11462
g14796.t1,K15448
g14797.t1,K15304
g14798.t1,K12947
g14800.t1,K17424
g14800.t2,K17424
g14800.t3,K17424
g14801.t1,K06927
g14801.t2,K06927
g14802.t1,K07512
g14802.t2,K07512
g14803.t1,K02321
g14804.t1,K02902
g14805.t1,K25058
g14805.t2,K25058
g14807.t1,K12625
g14808.t1,K23336
g14809.t1,K14829
g14810.t1,K22073
g14811.t1,K03099
g14812.t1,K14798
g14813.t1,K10739
g14814.t1,K24195
g14816.t1,K07562
g14817.t1,K05546
g14818.t1,K08331
g14819.t1,K00472
g14820.t1,K13800
g14821.t1,K08829
g14822.t1,K12893
g14823.t1,K24169
g14825.t1,K18183
g14828.t1,K09531
g14829.t1,K07198
g14830.t1,K07199
g14832.t1,K15627
g14832.t2,K02156
g14832.t3,K15627
g14833.t1,K09424
g14834.t1,K07359
g14835.t1,K11339
g14837.t1,K15455
g14838.t1,K06067
g14838.t2,K06067
g14840.t1,K10699
g14843.t1,K23107
g14844.t1,K17266
g14853.t1,K20222
g14857.t1,K24824
g14860.t1,K00997
g14864.t1,K01698
g14865.t1,K07910
g14866.t1,K00850
g14868.t1,K03007
g14873.t1,K00109
g14886.t1,K24887
g14890.t1,K00681
g14890.t2,K00681
g14891.t1,K03942
g14893.t1,K10436
g14894.t1,K22531
g14897.t1,K13093
g14898.t1,K18912
g14899.t1,K18911
g14900.t1,K00113
g14901.t1,K23544
g14903.t1,K27488
g14904.t1,K03351
g14907.t1,K00948
g14908.t1,K14455
g14911.t1,K01126
g14911.t2,K01126
g14913.t1,K03392
g14914.t1,K10667
g14916.t1,K18442
g14919.t1,K24869
g14922.t1,K14570
g14926.t1,K22753
g14936.t1,K20032
g14938.t1,K15340
g14938.t3,K15340
g14949.t1,K07199
g14966.t1,K13160
g14976.t1,K08150
g14985.t1,K20689
g14987.t1,K14684
g14988.t1,K13291
g15001.t1,K03174
g15002.t1,K23289
g15006.t1,K01045
g15011.t1,K12586
g15012.t1,K07583
g15012.t2,K07583
g15015.t1,K03386
g15018.t1,K17908
g15018.t2,K17908
g15019.t1,K12571
g15020.t1,K05289
g15021.t1,K06630
g15025.t1,K04883
g15028.t1,K14565
g15031.t1,K03259
g15032.t1,K00820
g15032.t2,K00820
g15033.t1,K10750
g15034.t1,K23538
g15038.t1,K14304
g15038.t2,K14304
g15041.t1,K02516
g15043.t1,K05542
g15043.t2,K05542
g15045.t1,K19807
g15045.t2,K19807
g15049.t1,K28005
g15057.t1,K01354
g15057.t2,K01354
g15058.t1,K00503
g15062.t1,K02906
g15065.t1,K11599
g15066.t1,K01719
g15079.t1,K08253
g15094.t1,K21770
g15094.t2,K21770
g15095.t1,K27389
g15102.t1,K27624
g15110.t1,K22911
g15117.t1,K01995
g15135.t1,K10223
g15140.t1,K14775
g15141.t1,K11663
g15142.t1,K24135
g15143.t1,K15710
g15143.t2,K15710
g15143.t3,K15710
g15150.t1,K00949
g15151.t1,K07955
g15151.t3,K07955
g15153.t1,K24135
g15153.t2,K24135
g15161.t1,K08675
g15162.t1,K20791
g15163.t1,K23966
g15165.t1,K06943
g15167.t1,K13109
g15181.t1,K04412
g15181.t2,K04412
g15182.t1,K17427
g15184.t1,K13506
g15185.t1,K13510
g15209.t1,K00889
g15209.t2,K00889
g15210.t1,K21922
g15217.t1,K08253
g15218.t1,K18416
g15218.t2,K18416
g15223.t1,K06129
g15223.t2,K06129
g15229.t1,K08741
g15232.t1,K08740
g15234.t1,K00921
g15238.t1,K02938
g15239.t2,K16727
g15240.t1,K17790
g15246.t1,K06020
g15248.t1,K00995
g15248.t2,K00995
g15250.t1,K01874
g15252.t1,K03844
g15253.t1,K14561
g15254.t1,K10727
g15256.t1,K08794
g15257.t1,K07277
g15258.t1,K03134
g15260.t1,K04532
g15262.t1,K01507
g15263.t1,K15376
g15265.t1,K24104
g15266.t1,K03106
g15267.t1,K02202
g15268.t1,K01855
g15269.t1,K09191
g15270.t1,K09522
g15271.t1,K02208
g15281.t1,K00966
g15282.t1,K13157
g15282.t2,K13157
g15286.t1,K00560
g15287.t1,K00287
g15287.t2,K00287
g15287.t3,K09420
g15294.t1,K11092
g15296.t1,K04392
g15299.t1,K14792
g15299.t2,K14792
g15303.t1,K10389
g15304.t1,K13116
g15309.t1,K02879
g15315.t1,K03012
g15316.t1,K15501
g15317.t1,K21027
g15317.t2,K21027
g15318.t1,K03163
g15320.t1,K18835
g15321.t1,K04683
g15324.t1,K03349
g15324.t2,K03349
g15329.t1,K03128
g15329.t2,K03128
g15331.t1,K24273
g15332.t1,K10737
g15335.t1,K00559
g15336.t1,K21989
g15337.t1,K11527
g15337.t2,K11527
g15339.t1,K02875
g15341.t1,K26401
g15345.t1,K10134
