Geneid,KO_ID
g464,
g465,
g466,K23205
g467,K16629
g468,K24685
g469,
g470,
g471,
g472,
g473,
g474,
g475,
g476,
g477,
g478,
g479,
g480,
g481,
g482,
g483,
g484,
g485,
g486,
g487,K18764
g488,
g488,
g489,
g490,
g490,
g491,K13566
g492,
g493,
g494,
g495,
g496,
g497,
g498,
g499,
g500,K11204
g501,
g501,
g501,
g502,K15698
g503,
g504,
g505,
g506,
g507,
g508,
g509,
g510,
g511,
g512,K05105
g513,
g514,
g515,
g516,
g517,
g518,
g519,
g520,
g521,
g522,
g523,
g524,
g525,
g526,K15108
g527,
g528,
g529,K28124
g530,K03781
g531,
g532,
g533,
g534,
g535,
g535,
g536,
g537,K05126
g538,
g539,
g540,
g541,
g542,
g543,
g544,
g545,
g546,
g547,
g548,
g549,
g550,
g551,
g552,
g553,
g554,
g555,
g556,
g557,
g558,
g559,
g560,
g561,
g562,
g563,
g563,
g564,
g565,
g566,
g567,
g568,
g569,
g570,
g571,
g572,
g573,
g574,
g575,
g575,
g576,
g577,
g578,
g579,
g579,
g580,
g581,
g581,
g582,
g583,
g584,
g585,
g586,
g587,
g588,
g589,
g590,
g591,
g592,
g593,
g594,
g595,K05110
g596,
g597,
g598,
g599,
g600,
g601,
g602,
g603,
g604,
g605,
g606,
g607,
g608,
g609,
g610,
g611,
g612,
g613,
g614,
g615,
g616,
g617,
g618,
g619,
g620,
g621,
g622,
g623,
g624,
g625,
g626,
g627,
g628,
g629,
g630,
g631,
g632,
g633,
g634,
g635,
g636,
g637,
g638,
g639,
g640,
g641,
g642,
g643,
g644,
g645,
g646,
g647,
g648,
g649,
g650,
g651,
g652,
g653,
g654,
g655,
g656,
g657,
g658,
g659,
g660,
g661,
g662,
g663,
g664,
g665,
g666,
g667,
g668,
g669,
g670,
g671,
g672,
g673,
g674,
g675,
g676,
g677,K00831
g678,K12855
g679,
g680,
g681,
g682,
g683,
g684,
g685,
g686,
g687,
g688,
g689,
g690,
g691,
g692,
g693,
g694,
g695,
g696,
g697,
g698,
g699,
g700,
g701,
g702,
g703,
g704,
g705,
g706,
g707,
g708,K12132
g709,
g710,
g711,
g711,
g712,K10389
g713,K13116
g714,
g714,K05115
g715,
g716,K04417
g717,K01456
g718,
g719,
g720,
g721,
g722,
g723,
g724,
g725,
g726,
g727,
g727,
g728,
g729,
g730,K23164
g730,K23164
g731,
g732,K14003
g733,K02865
g734,K23151
g735,
g735,
g736,K03006
g737,
g738,
g739,K26499
g740,
g741,
g742,
g742,
g743,
g744,K18055
g745,K21955
g746,K06675
g747,K15118
g747,K15118
g748,K03320
g749,
g750,K23788
g751,
g752,
g753,
g754,
g755,
g756,
g757,K06971
g758,
g759,K01974
g760,
g760,
g761,
g762,K14452
g762,
g763,K01581
g763,K01581
g764,
g765,
g766,K13119
g767,
g767,
g768,
g769,K03260
g770,K14799
g770,K14799
g771,
g772,
g773,K15306
g773,K15306
g774,
g775,K05692
g776,K24752
g777,K19478
g778,
g779,K14398
g779,K14398
g780,K01176
g781,
g782,
g783,K02183
g784,K08798
g785,K13240
g786,
g787,
g788,K01115
g789,K12815
g790,K12472
g790,
g790,K20047
g791,K05643
g791,
g792,
g793,
g794,
g795,
g796,
g797,
g798,
g799,
g800,
g801,
g802,
g803,
g804,
g805,
g806,
g807,
g808,
g809,
g810,
g811,
g812,
g813,
g814,
g815,
g816,
g817,
g818,
g819,
g820,
g821,
g822,
g823,
g824,
g825,
g826,
g827,
g828,
g829,
g830,
g831,
g832,
g833,
g834,
g835,
g836,
g837,
g838,
g839,
g840,
g841,
g842,
g843,
g844,
g845,
g846,
g847,
g848,
g849,
g850,
g851,
g852,
g853,
g854,
g855,K14786
g856,K02934
g857,
g858,K07018
g859,K00767
g860,
g861,
g862,K03108
g863,
g864,
g865,
g866,
g867,
g868,
g869,
g870,
g871,
g872,K09259
g873,K13507
g874,K10683
g875,
g876,K21594
g877,K13709
g878,K07175
g879,K04513
g880,K07175
g881,
g882,K00288
g883,
g884,K20403
g884,K01054
g885,
g886,
g887,K03217
g888,K09355
g889,K15623
g890,
g891,
g892,
g893,
g894,
g895,
g896,
g897,
g898,
g899,
g900,
g901,
g902,
g903,
g904,
g905,
g906,
g907,
g908,
g909,
g910,
g911,
g912,
g913,
g914,
g915,
g916,
g917,
g918,
g919,
g920,
g921,
g922,
g923,
g924,
g925,
g926,
g927,
g928,
g929,
g930,
g931,K20160
g932,
g933,
g934,
g935,
g936,
g937,
g938,
g939,
g940,
g941,
g942,
g943,
g944,
g945,
g946,
g947,
g948,
g949,
g950,K17512
g951,
g952,
g953,
g954,
g955,
g956,K03267
g957,K05681
g958,
g959,
g960,
g961,K22063
g962,K02146
g963,
g964,K11127
g965,
g966,
g967,
g968,
g969,
g970,
g970,
g971,
g972,
g972,
g973,
g974,
g975,
g975,
g975,
g976,
g977,
g978,K01908
g979,
g980,
g981,
g982,
g983,K17080
g984,K10892
g985,K24195
g986,K10739
g986,K10739
g987,K14798
g988,K22073
g989,K14829
g990,K23336
g991,K12625
g992,K25058
g993,K12486
g994,K06927
g995,
g996,
g997,
g998,
g999,
g1000,
g1001,
g1002,
g1003,
g1004,
g1005,
g1006,
g1007,K00276
g1008,K19984
g1009,
g1010,
g1010,
g1011,
g1012,
g1013,
g1013,
g1014,
g1015,
g1016,
g1017,
g1018,
g1019,
g1020,
g1021,
g1022,
g1023,
g1024,K21768
g1025,
g1026,
g1027,
g1028,
g1029,
g1030,
g1031,K21768
g1032,K13120
g1033,K07512
g1034,
g1035,
g1036,
g1036,
g1037,
g1038,
g1039,
g1039,
g1040,
g1041,
g1042,
g1043,
g1044,
g1045,
g1046,
g1047,K17424
g1047,K17424
g1048,
g1049,
g1050,K00109
g1051,K00681
g1052,
g1053,K24824
g1054,
g1055,K00997
g1056,
g1057,
g1058,
g1059,
g1060,
g1061,
g1062,
g1063,
g1064,
g1065,
g1066,
g1067,
g1068,
g1069,
g1070,
g1071,
g1072,
g1073,
g1074,
g1075,
g1076,
g1077,
g1078,
g1079,
g1080,
g1081,
g1082,
g1083,
g1084,K18663
g1085,
g1086,K24742
g1087,K22128
g1087,K22128
g1088,
g1089,
g1090,K00799
g1091,
g1092,
g1093,K13350
g1093,K13350
g1094,
g1095,
g1095,
g1095,
g1096,
g1097,
g1098,K12196
g1099,K20222
g1099,K20222
g1100,
g1101,
g1102,
g1103,
g1104,
g1105,
g1106,
g1107,
g1108,
g1109,
g1110,
g1111,
g1112,
g1113,
g1114,K07953
g1115,K12823
g1116,K10838
g1117,
g1118,K22746
g1119,K07360
g1120,K10712
g1121,
g1122,
g1123,
g1124,
g1125,
g1126,K24869
g1127,
g1128,
g1129,K00276
g1130,K19984
g1131,
g1132,K01179
g1133,K08564
g1134,K11268
g1135,
g1136,
g1137,
g1138,
g1139,
g1140,
g1141,
g1142,
g1143,
g1144,
g1144,
g1144,
g1145,
g1145,
g1146,K20520
g1147,
g1148,
g1149,
g1150,
g1151,
g1152,
g1153,
g1154,
g1155,
g1156,
g1157,
g1158,
g1159,
g1160,
g1161,
g1162,
g1163,
g1164,
g1165,
g1166,
g1167,
g1168,
g1169,K17257
g1169,K17257
g1170,K20310
g1171,K26095
g1172,K22762
g1173,K04464
g1174,
g1175,
g1176,K01868
g1177,
g1178,K11404
g1179,
g1180,
g1181,
g1182,
g1183,
g1184,
g1185,
g1186,
g1187,
g1188,
g1189,
g1190,
g1191,
g1192,
g1193,
g1194,
g1195,
g1196,
g1197,
g1198,
g1199,
g1200,
g1201,
g1202,
g1203,
g1204,
g1205,
g1206,
g1207,
g1208,
g1209,
g1210,
g1211,
g1212,
g1213,
g1214,
g1215,
g1216,
g1217,
g1218,
g1219,
g1220,
g1221,
g1222,
g1223,
g1224,
g1225,
g1226,
g1227,
g1228,
g1229,
g1230,
g1231,
g1232,
g1233,
g1234,
g1235,
g1236,
g1237,K10848
g1238,
g1238,
g1239,K11835
g1240,K19024
g1241,
g1242,
g1243,
g1244,
g1245,
g1246,
g1247,
g1248,
g1249,
g1250,
g1251,
g1252,
g1253,
g1254,
g1255,
g1256,
g1257,
g1258,
g1259,K08837
g1260,K24470
g1261,K00824
g1262,
g1263,K17582
g1264,K15437
g1265,
g1266,K00771
g1267,
g1268,
g1269,
g1270,K03025
g1271,
g1272,
g1273,
g1274,
g1275,
g1276,
g1277,
g1278,
g1279,
g1280,
g1281,
g1282,
g1283,
g1284,
g1285,
g1286,
g1287,
g1288,
g1289,
g1290,
g1291,
g1292,
g1293,
g1294,
g1295,
g1296,
g1297,
g1298,
g1299,
g1300,
g1301,
g1302,
g1303,
g1304,
g1305,
g1306,
g1307,
g1308,
g1309,
g1310,
g1311,
g1312,
g1313,
g1314,
g1315,
g1316,
g1317,
g1318,
g1319,
g1320,
g1321,
g1322,
g1323,
g1324,
g1325,
g1326,
g1327,
g1328,
g1329,
g1330,
g1331,
g1332,
g1333,
g1334,
g1335,
g1336,
g1337,
g1338,
g1339,
g1340,
g1341,
g1342,
g1343,
g1344,
g1345,
g1346,
g1347,
g1348,
g1349,
g1350,
g1351,
g1352,
g1353,
g1354,
g1355,
g1356,
g1357,
g1358,
g1359,
g1360,
g1361,
g1362,
g1363,
g1364,
g1365,
g1366,
g1367,
g1368,
g1369,
g1370,
g1371,
g1372,
g1373,
g1374,
g1375,
g1376,
g1377,
g1378,
g1378,
g1379,K22857
g1380,K01494
g1381,
g1382,
g1383,
g1384,
g1385,
g1386,
g1387,
g1388,
g1389,
g1390,K08515
g1391,K02938
g1392,
g1393,
g1394,
g1395,K00103
g1396,
g1397,K14324
g1397,K14324
g1398,K09553
g1398,
g1399,
g1399,
g1400,K10842
g1401,
g1402,K02977
g1403,K15731
g1404,
g1405,
g1406,
g1407,
g1408,
g1409,
g1410,
g1411,
g1412,
g1413,
g1414,
g1415,
g1416,K20639
g1417,
g1418,
g1419,
g1420,
g1421,
g1422,
g1423,
g1424,
g1425,
g1426,
g1427,
g1428,
g1429,
g1430,
g1431,
g1432,
g1433,K17686
g1434,
g1435,
g1436,
g1437,
g1438,
g1439,
g1439,
g1440,
g1441,
g1442,
g1443,
g1444,
g1445,
g1446,K24637
g1447,
g1448,
g1448,
g1449,
g1450,
g1451,
g1452,
g1453,
g1454,
g1455,K00815
g1456,K05868
g1457,
g1458,K22803
g1459,
g1460,
g1461,
g1461,
g1462,
g1463,
g1464,
g1465,
g1466,
g1467,K24121
g1468,K24929
g1468,
g1469,
g1470,
g1471,
g1472,
g1473,K00560
g1474,K00287
g1475,
g1476,
g1477,
g1478,
g1479,
g1480,
g1481,
g1482,
g1483,
g1484,
g1485,
g1486,
g1487,
g1488,
g1489,
g1490,
g1491,
g1492,
g1493,
g1494,
g1495,
g1496,
g1497,
g1498,
g1499,
g1500,
g1501,
g1502,
g1503,
g1504,
g1505,
g1506,
g1507,
g1508,
g1509,
g1510,K23012
g1511,
g1512,K05110
g1513,K20217
g1514,K18695
g1515,
g1516,
g1517,
g1518,
g1519,
g1520,
g1521,
g1522,
g1523,
g1524,
g1525,
g1526,
g1527,
g1528,
g1529,
g1530,
g1531,
g1532,
g1533,
g1534,
g1535,
g1536,
g1537,
g1538,
g1539,
g1540,
g1541,
g1542,
g1543,K14319
g1544,
g1545,
g1546,
g1547,
g1548,
g1549,
g1550,
g1551,
g1552,
g1553,
g1554,
g1555,
g1556,
g1557,
g1558,
g1559,
g1560,
g1561,
g1562,
g1563,
g1564,
g1565,
g1566,
g1567,
g1568,
g1568,
g1568,
g1568,
g1569,
g1570,
g1571,
g1572,
g1573,K06627
g1574,
g1575,
g1576,
g1577,
g1578,
g1579,
g1580,
g1581,
g1582,
g1583,
g1584,
g1585,
g1586,
g1587,
g1588,
g1589,
g1590,
g1591,
g1592,
g1593,
g1594,
g1595,
g1596,
g1597,
g1598,
g1599,
g1600,
g1601,
g1602,
g1603,
g1604,
g1605,
g1606,
g1607,
g1608,
g1609,
g1610,
g1611,
g1612,
g1613,K00021
g1614,K00654
g1615,
g1616,
g1616,
g1617,
g1618,K08794
g1618,
g1619,
g1620,K03120
g1621,
g1621,
g1622,
g1623,
g1624,
g1625,
g1625,
g1626,
g1627,
g1628,K13960
g1629,
g1630,
g1631,
g1632,K00773
g1633,K03164
g1633,K03164
g1634,
g1635,
g1636,
g1637,
g1638,
g1639,
g1640,
g1640,
g1641,
g1642,K19983
g1643,
g1644,K12164
g1645,K08967
g1646,K05728
g1647,
g1648,
g1649,
g1650,
g1651,
g1652,
g1653,
g1654,K03327
g1655,
g1655,
g1655,
g1656,
g1657,
g1658,
g1659,
g1660,
g1661,
g1662,
g1663,
g1664,
g1665,
g1666,K15720
g1666,K15720
g1667,
g1668,
g1669,
g1670,
g1671,K27922
g1672,
g1673,
g1674,
g1674,
g1675,K05284
g1676,
g1677,K23905
g1678,
g1679,
g1680,
g1681,
g1682,K22210
g1683,
g1684,K12386
g1685,
g1686,
g1687,
g1688,
g1689,
g1690,K00059
g1691,K03941
g1692,
g1693,K24125
g1694,K05768
g1695,K10370
g1696,
g1697,
g1698,
g1699,K04630
g1700,K06175
g1700,K06175
g1701,K04513
g1702,
g1703,K15196
g1704,
g1705,
g1706,
g1707,
g1708,
g1709,
g1710,
g1711,
g1712,
g1713,K20299
g1714,
g1715,
g1715,
g1716,K13989
g1717,
g1718,
g1719,K07151
g1720,K02260
g1721,K13174
g1722,
g1723,
g1724,
g1725,
g1726,
g1727,
g1728,
g1729,
g1730,
g1731,K10418
g1732,K10251
g1732,K10251
g1733,K16449
g1734,
g1735,
g1736,
g1737,
g1738,
g1739,
g1740,
g1741,
g1742,
g1743,
g1744,
g1745,
g1746,
g1747,
g1748,
g1749,K12353
g1749,K12353
g1750,
g1751,
g1752,
g1753,
g1754,
g1755,
g1756,
g1757,
g1758,
g1759,
g1760,
g1761,
g1762,
g1763,
g1764,
g1765,
g1766,
g1767,
g1768,
g1769,
g1770,
g1771,
g1772,
g1773,
g1774,
g1775,
g1776,
g1777,
g1778,
g1779,
g1780,
g1781,
g1782,
g1783,
g1784,
g1785,
g1786,
g1787,
g1788,
g1789,
g1790,
g1791,
g1792,K03165
g1793,K17506
g1794,
g1795,
g1796,K01231
g1797,
g1798,K12621
g1799,
g1800,
g1801,K19716
g1801,K19716
g1802,K09377
g1803,
g1804,
g1805,
g1806,K00286
g1807,
g1808,K09571
g1809,
g1810,
g1811,
g1812,
g1813,
g1814,
g1815,K00591
g1816,K10205
g1817,
g1818,
g1819,
g1820,
g1821,
g1822,
g1823,K14802
g1824,
g1825,
g1826,
g1827,
g1828,
g1829,
g1830,
g1831,
g1832,
g1833,
g1834,
g1835,
g1836,
g1837,
g1838,
g1839,
g1840,
g1841,
g1842,
g1843,
g1844,
g1845,
g1846,
g1847,
g1848,
g1849,
g1850,
g1851,
g1852,
g1853,K14802
g1854,
g1855,
g1856,
g1857,
g1858,
g1859,
g1860,
g1861,
g1862,
g1863,
g1863,
g1864,
g1864,
g1865,
g1866,
g1867,
g1868,
g1869,
g1870,
g1871,
g1872,
g1873,
g1874,
g1875,
g1876,
g1877,
g1878,
g1879,
g1880,
g1881,
g1882,
g1883,
g1884,
g1885,
g1886,
g1887,
g1888,
g1889,
g1890,
g1891,
g1892,
g1893,
g1894,
g1895,
g1896,
g1897,
g1898,
g1899,
g1900,K01148
g1901,K02564
g1902,
g1902,
g1902,
g1902,
g1902,
g1903,
g1903,
g1903,K08773
g1904,K00548
g1905,
g1906,
g1907,
g1908,K08494
g1909,K20298
g1910,K15104
g1911,
g1912,K19703
g1913,
g1914,
g1915,K09562
g1916,
g1917,K14012
g1918,
g1919,
g1920,K14820
g1921,
g1922,
g1923,
g1924,
g1925,
g1926,
g1927,
g1928,
g1929,
g1930,
g1931,
g1932,
g1933,
g1934,
g1935,K23257
g1936,
g1937,
g1938,
g1939,
g1940,
g1941,
g1942,
g1943,
g1944,K01647
g1945,K01092
g1946,
g1947,
g1948,
g1949,
g1950,K11314
g1950,K11314
g1951,K05757
g1952,K15381
g1953,K01930
g1954,K10862
g1955,K10597
g1956,
g1957,
g1958,
g1959,
g1960,
g1960,
g1961,
g1962,K15014
g1963,K05288
g1964,
g1965,
g1966,K26544
g1966,K26544
g1967,
g1968,
g1969,K17979
g1970,
g1971,K16339
g1972,
g1972,
g1973,K00058
g1974,K19267
g1975,
g1976,K10106
g1977,K10450
g1978,
g1979,
g1980,
g1981,K08873
g1982,K14569
g1983,K10413
g1983,
g1984,K00720
g1985,
g1986,K17583
g1987,
g1988,
g1989,
g1990,K16055
g1991,K10777
g1992,
g1993,
g1994,
g1995,
g1996,
g1997,
g1998,
g1999,
g2000,
g2001,
g2002,
g2003,
g2004,
g2005,
g2006,
g2007,
g2008,
g2009,
g2010,
g2011,
g2012,
g2013,
g2014,
g2015,
g2016,
g2017,
g2018,
g2018,
g2019,
g2020,
g2020,
g2021,
g2022,
g2023,K03537
g2024,K02891
g2025,K17095
g2025,K17095
g2026,K05756
g2027,K12192
g2028,
g2029,
g2030,
g2031,
g2032,
g2033,
g2034,K02207
g2034,K10575
g2035,K12867
g2036,K12874
g2037,K14307
g2038,
g2039,
g2040,K24095
g2041,
g2042,
g2043,
g2044,
g2045,
g2046,
g2047,
g2048,
g2049,
g2050,K06990
g2051,
g2052,K06268
g2053,K21777
g2054,
g2055,
g2056,K28020
g2057,
g2058,K02960
g2059,K02873
g2060,
g2061,K24135
g2062,K10837
g2063,K00876
g2063,K00876
g2064,
g2065,
g2066,K04527
g2067,
g2067,K00875
g2068,
g2069,K10625
g2070,
g2071,
g2072,K05105
g2073,K01301
g2074,K17267
g2075,
g2076,
g2077,
g2078,
g2079,
g2080,
g2081,
g2082,
g2083,
g2084,
g2085,
g2086,
g2087,
g2088,
g2089,
g2090,
g2091,
g2092,
g2093,
g2094,
g2095,
g2096,
g2097,
g2098,
g2099,
g2100,
g2101,
g2102,
g2103,
g2104,K27887
g2104,K09710
g2105,
g2106,
g2106,
g2107,
g2108,
g2108,
g2109,
g2110,
g2111,
g2112,
g2113,K24684
g2114,
g2114,
g2114,
g2115,K02979
g2116,K12873
g2117,K12839
g2118,
g2119,
g2120,
g2121,
g2122,
g2123,
g2124,
g2125,
g2126,
g2127,K01099
g2128,
g2129,
g2130,
g2131,
g2132,
g2133,
g2134,
g2135,K11491
g2136,K10481
g2137,
g2138,K14328
g2139,K15691
g2140,K24827
g2141,
g2142,K00726
g2143,K26154
g2144,
g2145,K05677
g2146,
g2147,K13886
g2148,
g2149,
g2150,
g2151,
g2152,
g2153,
g2154,
g2155,
g2156,
g2157,
g2158,
g2159,
g2160,
g2161,
g2162,
g2163,
g2164,
g2165,
g2166,
g2167,
g2168,K00604
g2168,K00604
g2169,
g2170,K06691
g2171,K06633
g2172,K00920
g2173,K18466
g2174,K20352
g2175,
g2175,
g2176,K16675
g2177,K12392
g2178,K02325
g2179,
g2180,K14314
g2181,
g2182,
g2183,K12868
g2184,K00894
g2185,K13110
g2186,K02876
g2187,K15152
g2188,K15542
g2189,
g2190,
g2190,
g2191,
g2192,
g2193,
g2193,
g2194,
g2195,
g2196,
g2197,
g2198,
g2199,
g2200,
g2201,
g2202,
g2203,
g2204,
g2205,
g2206,
g2207,
g2208,
g2209,
g2210,
g2211,
g2212,
g2213,
g2214,
g2215,
g2216,
g2217,
g2217,
g2218,
g2219,
g2220,
g2221,
g2222,
g2223,
g2224,
g2225,
g2226,
g2227,
g2228,
g2229,
g2230,
g2231,
g2232,
g2233,
g2234,K24456
g2235,
g2236,
g2237,
g2238,
g2239,
g2240,
g2241,
g2242,
g2243,K09267
g2244,
g2245,
g2246,K18435
g2247,
g2248,
g2249,K02888
g2250,
g2251,
g2252,K24348
g2253,K26151
g2254,K13121
g2255,
g2256,
g2257,
g2258,
g2259,
g2260,
g2261,
g2262,
g2263,K19986
g2264,
g2265,
g2266,
g2267,
g2267,
g2268,K08515
g2269,
g2270,
g2271,
g2272,K01535
g2272,K01535
g2272,K03107
g2272,K03107
g2273,
g2274,
g2274,
g2275,
g2276,
g2277,K11578
g2278,
g2279,
g2280,
g2280,
g2281,K03260
g2282,
g2282,
g2283,
g2284,
g2285,
g2286,
g2287,
g2288,
g2289,
g2290,
g2291,K07375
g2292,
g2293,
g2293,
g2294,
g2295,
g2296,
g2297,
g2298,
g2299,
g2300,
g2300,
g2301,K03032
g2302,
g2303,
g2304,
g2305,
g2306,
g2307,
g2308,
g2309,K11433
g2310,K09571
g2311,
g2312,
g2313,
g2314,
g2315,
g2316,
g2317,
g2318,K03531
g2319,
g2320,K15235
g2321,
g2322,K11446
g2323,
g2324,K25769
g2324,K25769
g2325,
g2326,
g2327,K00091
g2328,
g2329,
g2330,
g2331,
g2332,
g2333,
g2334,
g2335,
g2336,
g2337,
g2338,
g2339,
g2340,
g2341,
g2342,
g2343,
g2344,
g2345,
g2346,
g2347,
g2348,
g2349,
g2350,
g2351,
g2352,
g2353,
g2354,
g2355,K05012
g2356,
g2357,K01689
g2358,
g2359,
g2360,K23612
g2361,
g2362,
g2363,
g2364,
g2364,
g2365,K14561
g2366,K10752
g2367,
g2367,K03247
g2368,
g2369,K11501
g2370,
g2371,
g2371,K00380
g2371,K00380
g2372,K01886
g2373,
g2374,
g2374,
g2375,K00852
g2376,
g2377,
g2378,
g2379,K13250
g2380,
g2381,K10870
g2382,
g2383,
g2384,
g2385,K14590
g2386,
g2387,
g2388,
g2389,
g2390,
g2391,
g2392,
g2393,K04417
g2394,
g2395,
g2396,
g2397,
g2398,
g2399,
g2400,
g2401,
g2402,
g2403,
g2404,K07835
g2404,K07835
g2405,
g2406,
g2407,
g2408,
g2409,K15255
g2409,K15255
g2410,
g2411,
g2412,K10401
g2413,K11795
g2414,
g2415,K00873
g2416,
g2417,
g2417,K24175
g2418,
g2419,K07188
g2420,K18633
g2421,K18189
g2422,K13117
g2423,K03424
g2424,K14824
g2425,
g2426,
g2427,K14724
g2428,
g2429,K18648
g2429,K18648
g2430,
g2431,K03099
g2431,K03099
g2432,K20028
g2433,K22747
g2433,K22747
g2434,
g2435,
g2436,
g2437,
g2438,
g2439,
g2440,K24175
g2440,K24175
g2440,
g2441,K10736
g2442,
g2442,
g2443,K01803
g2443,K01803
g2444,
g2445,
g2446,
g2447,
g2448,
g2449,
g2450,
g2451,
g2452,
g2453,
g2454,
g2455,
g2456,
g2457,
g2458,
g2459,
g2460,
g2461,
g2462,
g2463,
g2464,
g2465,
g2465,
g2465,
g2466,
g2467,
g2468,
g2469,
g2470,
g2471,
g2471,
g2472,K13151
g2473,
g2474,
g2475,
g2476,
g2477,
g2478,
g2479,
g2480,
g2481,
g2482,
g2483,
g2484,
g2485,
g2486,
g2487,
g2488,
g2489,
g2490,
g2491,
g2492,
g2493,
g2494,
g2495,
g2496,
g2497,
g2498,
g2499,
g2500,
g2501,
g2502,
g2503,
g2504,
g2505,
g2506,
g2507,
g2508,
g2509,
g2510,
g2511,
g2512,
g2513,
g2514,
g2515,
g2516,
g2517,
g2517,
g2518,K04354
g2519,K13141
g2520,
g2521,K04078
g2522,K14840
g2523,
g2524,
g2525,
g2526,
g2526,K19951
g2527,
g2528,K20098
g2529,
