Orthogroup	vvermcdc19_braker	bc2001_braker
OG0000040	vverm_g13705.t1	bc2001_g7869.t1, bc2001_g3387.t1, bc2001_g5784.t1, bc2001_g4972.t1, bc2001_g13759.t1, bc2001_g13774.t1, bc2001_g13880.t1, bc2001_g5121.t1, bc2001_g11795.t1, bc2001_g6740.t1, bc2001_g18835.t1, bc2001_g10752.t1, bc2001_g7534.t1, bc2001_g7955.t1, bc2001_g7955.t2, bc2001_g14691.t1, bc2001_g14956.t1, bc2001_g7815.t1, bc2001_g15501.t1, bc2001_g19213.t1, bc2001_g5253.t1, bc2001_g6192.t1, bc2001_g1954.t1, bc2001_g10692.t1, bc2001_g16305.t1
OG0000043	vverm_g6759.t1	bc2001_g2484.t1, bc2001_g19025.t1, bc2001_g15542.t1, bc2001_g19187.t1, bc2001_g4903.t1, bc2001_g14447.t1, bc2001_g14447.t2, bc2001_g17151.t1, bc2001_g5610.t1, bc2001_g6279.t1, bc2001_g16471.t1, bc2001_g1318.t1, bc2001_g12686.t1, bc2001_g13442.t1, bc2001_g838.t1, bc2001_g2649.t1, bc2001_g494.t1, bc2001_g7511.t1, bc2001_g8963.t1, bc2001_g5011.t1, bc2001_g14883.t1, bc2001_g5124.t1, bc2001_g16406.t1, bc2001_g13358.t1, bc2001_g19368.t1
OG0000046	vverm_g10679.t1	bc2001_g972.t1, bc2001_g10108.t1
OG0000049	vverm_g4780.t1, vverm_g12790.t1, vverm_g12790.t2, vverm_g4780.t2	bc2001_g5025.t1, bc2001_g11544.t1, bc2001_g5180.t1, bc2001_g5093.t1, bc2001_g425.t1, bc2001_g2902.t1, bc2001_g13871.t1, bc2001_g10749.t1, bc2001_g17712.t1, bc2001_g5196.t1, bc2001_g18807.t1, bc2001_g16619.t1, bc2001_g19164.t1, bc2001_g2265.t1, bc2001_g13909.t1, bc2001_g14033.t1, bc2001_g6254.t1, bc2001_g11681.t1, bc2001_g11874.t1, bc2001_g4237.t1
OG0000050	vverm_g6684.t1	bc2001_g13372.t1, bc2001_g13454.t1, bc2001_g18330.t1, bc2001_g16993.t1, bc2001_g15193.t1, bc2001_g16452.t1, bc2001_g6640.t1, bc2001_g10772.t1, bc2001_g16192.t1, bc2001_g12271.t1, bc2001_g567.t1, bc2001_g19494.t1, bc2001_g7593.t1, bc2001_g13691.t1, bc2001_g17999.t1, bc2001_g9239.t1, bc2001_g9239.t2, bc2001_g14527.t1, bc2001_g9467.t1, bc2001_g17424.t1, bc2001_g13177.t1, bc2001_g4827.t1
OG0000058	vverm_g8162.t1	bc2001_g13602.t2, bc2001_g13602.t1, bc2001_g11438.t1, bc2001_g10993.t1, bc2001_g5477.t1, bc2001_g3672.t1, bc2001_g14731.t1, bc2001_g9907.t1, bc2001_g16882.t1, bc2001_g2301.t1, bc2001_g10094.t2, bc2001_g17256.t1, bc2001_g10714.t1, bc2001_g16977.t1, bc2001_g825.t1, bc2001_g7483.t1, bc2001_g6621.t1, bc2001_g3506.t1, bc2001_g2443.t1, bc2001_g19594.t2, bc2001_g13320.t1, bc2001_g15996.t1
OG0000062	vverm_g4396.t1	bc2001_g9812.t1, bc2001_g10226.t1, bc2001_g10975.t1, bc2001_g149.t1, bc2001_g4246.t1, bc2001_g15908.t1, bc2001_g12202.t1, bc2001_g12355.t1, bc2001_g18773.t2, bc2001_g9566.t1, bc2001_g2862.t1, bc2001_g18383.t1, bc2001_g79.t1, bc2001_g14385.t1, bc2001_g5228.t1, bc2001_g3687.t1, bc2001_g14332.t1, bc2001_g5480.t1, bc2001_g13912.t1
OG0000068	vverm_g13677.t1	bc2001_g18889.t1, bc2001_g13607.t1, bc2001_g13738.t2, bc2001_g19484.t1, bc2001_g7290.t1, bc2001_g5547.t1, bc2001_g532.t1, bc2001_g2838.t1, bc2001_g12459.t1, bc2001_g14159.t1, bc2001_g13716.t1, bc2001_g12908.t1, bc2001_g19134.t1, bc2001_g13066.t1, bc2001_g8288.t1, bc2001_g7871.t1, bc2001_g17784.t2, bc2001_g18890.t1, bc2001_g17784.t1
OG0000070	vverm_g10059.t1	bc2001_g18037.t1, bc2001_g2567.t2, bc2001_g2567.t1, bc2001_g5839.t1, bc2001_g5839.t2, bc2001_g5772.t2, bc2001_g5772.t1, bc2001_g12912.t1, bc2001_g3314.t2, bc2001_g3314.t1, bc2001_g3887.t1, bc2001_g3890.t2, bc2001_g3890.t1, bc2001_g3322.t1, bc2001_g3322.t2, bc2001_g3086.t1, bc2001_g9332.t2, bc2001_g9332.t1, bc2001_g11734.t1, bc2001_g16248.t1, bc2001_g15274.t2
OG0000082	vverm_g12729.t1, vverm_g12537.t1	bc2001_g8406.t2, bc2001_g1436.t1, bc2001_g19293.t1, bc2001_g8406.t1, bc2001_g4769.t1, bc2001_g12907.t1, bc2001_g17819.t1, bc2001_g13589.t1, bc2001_g4645.t1, bc2001_g1435.t1, bc2001_g14153.t1, bc2001_g17785.t1, bc2001_g12269.t2, bc2001_g18707.t1, bc2001_g18039.t1, bc2001_g18039.t2, bc2001_g1143.t1, bc2001_g12269.t1
OG0000085	vverm_g16111.t1, vverm_g16107.t1, vverm_g1041.t1, vverm_g16110.t1, vverm_g8420.t1, vverm_g8419.t1, vverm_g9949.t1, vverm_g9640.t1, vverm_g9639.t2, vverm_g9639.t1, vverm_g9636.t1, vverm_g9636.t2, vverm_g9637.t1, vverm_g13453.t1, vverm_g13451.t1, vverm_g1569.t2, vverm_g1569.t1, vverm_g11047.t1, vverm_g13450.t1, vverm_g11402.t1, vverm_g1314.t1, vverm_g15629.t1, vverm_g16066.t1, vverm_g476.t1	bc2001_g11370.t1, bc2001_g18939.t1, bc2001_g18818.t2, bc2001_g18818.t1, bc2001_g12127.t1
OG0000091	vverm_g15865.t1	bc2001_g3105.t1, bc2001_g3105.t2
OG0000091	vverm_g8989.t1	bc2001_g9107.t1
OG0000091	vverm_g16310.t1	bc2001_g9015.t1, bc2001_g9015.t2
OG0000091	vverm_g9098.t3, vverm_g9098.t1	bc2001_g11559.t2, bc2001_g11559.t1
OG0000091	vverm_g2854.t1	bc2001_g10508.t1
OG0000091	vverm_g7378.t1	bc2001_g11452.t2, bc2001_g11452.t1
OG0000092	vverm_g1076.t1	bc2001_g8482.t1, bc2001_g8482.t2
OG0000092	vverm_g5346.t1, vverm_g9523.t2, vverm_g15902.t1, vverm_g9523.t1, vverm_g15903.t2, vverm_g15903.t1, vverm_g12847.t1, vverm_g2917.t1, vverm_g2962.t1, vverm_g2961.t1, vverm_g9713.t2, vverm_g9713.t1, vverm_g2684.t2, vverm_g2684.t1, vverm_g1682.t1, vverm_g8296.t1, vverm_g8297.t1, vverm_g5652.t1	bc2001_g6775.t1, bc2001_g6775.t2, bc2001_g9815.t1, bc2001_g5566.t1
OG0000093	vverm_g1077.t1, vverm_g6780.t1	bc2001_g11460.t1, bc2001_g16294.t1, bc2001_g3537.t1, bc2001_g18808.t1, bc2001_g14014.t2, bc2001_g14014.t1, bc2001_g7968.t1, bc2001_g17446.t1, bc2001_g1881.t1, bc2001_g13600.t2, bc2001_g11130.t1, bc2001_g9047.t1, bc2001_g4301.t1, bc2001_g19462.t1, bc2001_g1110.t1, bc2001_g16352.t1, bc2001_g5593.t1
OG0000099	vverm_g8058.t1	bc2001_g502.t1
OG0000099	vverm_g5879.t1, vverm_g14058.t1, vverm_g15256.t1	bc2001_g1450.t1
OG0000099	vverm_g4829.t1, vverm_g1960.t1, vverm_g1960.t2	bc2001_g19159.t1
OG0000099	vverm_g13257.t1, vverm_g743.t1	bc2001_g6911.t2
OG0000107	vverm_g5782.t1, vverm_g719.t2, vverm_g719.t1	bc2001_g13230.t2, bc2001_g13230.t1
OG0000107	vverm_g10341.t1	bc2001_g10268.t3, bc2001_g10268.t1
OG0000107	vverm_g5786.t1	bc2001_g13247.t1
OG0000107	vverm_g11396.t1, vverm_g9567.t1, vverm_g12148.t1	bc2001_g8434.t1, bc2001_g10017.t1
OG0000117	vverm_g14778.t1, vverm_g14778.t2	bc2001_g771.t1
OG0000123	vverm_g12202.t1	bc2001_g8496.t1
OG0000123	vverm_g16856.t1	bc2001_g3189.t1
OG0000123	vverm_g1771.t1, vverm_g7932.t1	bc2001_g404.t3, bc2001_g404.t1, bc2001_g404.t2
OG0000123	vverm_g5951.t1	bc2001_g15665.t1
OG0000123	vverm_g8984.t1	bc2001_g4432.t1
OG0000124	vverm_g4924.t1	bc2001_g17644.t1
OG0000124	vverm_g2721.t1	bc2001_g11478.t1
OG0000124	vverm_g6287.t1	bc2001_g3022.t1
OG0000125	vverm_g1812.t1, vverm_g15122.t1, vverm_g12340.t1, vverm_g11318.t1, vverm_g2082.t1, vverm_g2082.t2, vverm_g11770.t1, vverm_g11770.t3, vverm_g13104.t2	bc2001_g8920.t2, bc2001_g8920.t1
OG0000125	vverm_g5676.t1, vverm_g7439.t1, vverm_g5742.t2, vverm_g5742.t1, vverm_g13104.t1, vverm_g12812.t1, vverm_g5672.t1, vverm_g5672.t2, vverm_g7435.t1, vverm_g5675.t1, vverm_g7438.t1	bc2001_g6333.t1, bc2001_g6333.t2
OG0000126	vverm_g7198.t1, vverm_g7155.t1, vverm_g11110.t1, vverm_g7338.t1	bc2001_g16015.t1, bc2001_g4551.t2, bc2001_g4551.t1
OG0000126	vverm_g4322.t1	bc2001_g11216.t3, bc2001_g11216.t1, bc2001_g11216.t2
OG0000127	vverm_g1930.t1	bc2001_g19114.t2, bc2001_g19114.t1
OG0000127	vverm_g15515.t1	bc2001_g7464.t1
OG0000127	vverm_g1148.t1	bc2001_g9269.t2, bc2001_g9269.t1
OG0000127	vverm_g11790.t1, vverm_g11790.t2	bc2001_g11031.t1, bc2001_g11031.t2
OG0000127	vverm_g15702.t2, vverm_g15702.t1	bc2001_g3717.t1
OG0000127	vverm_g3305.t1	bc2001_g17126.t1
OG0000128	vverm_g3458.t1	bc2001_g10932.t1, bc2001_g9480.t1, bc2001_g2873.t1, bc2001_g10006.t1, bc2001_g15359.t1, bc2001_g9235.t1, bc2001_g12452.t1, bc2001_g11671.t1, bc2001_g3093.t1, bc2001_g5721.t1, bc2001_g114.t1, bc2001_g7038.t1, bc2001_g6687.t1, bc2001_g249.t1, bc2001_g18574.t1, bc2001_g10341.t1, bc2001_g18574.t2, bc2001_g6603.t1, bc2001_g9084.t1, bc2001_g9634.t1, bc2001_g6727.t1, bc2001_g13851.t1
OG0000129	vverm_g4631.t1	bc2001_g12270.t1, bc2001_g17163.t1, bc2001_g6974.t1, bc2001_g16681.t2, bc2001_g13284.t1, bc2001_g5990.t1, bc2001_g15071.t1, bc2001_g12004.t1, bc2001_g8422.t1, bc2001_g8558.t1, bc2001_g12413.t1, bc2001_g5000.t1, bc2001_g12530.t1, bc2001_g699.t1, bc2001_g14347.t1, bc2001_g18973.t1, bc2001_g11744.t1, bc2001_g12373.t2
OG0000131	vverm_g7362.t1, vverm_g7905.t1	bc2001_g11537.t1, bc2001_g7430.t1, bc2001_g9058.t1, bc2001_g4670.t1, bc2001_g980.t1
OG0000133	vverm_g11925.t1	bc2001_g1444.t1
OG0000140	vverm_g8886.t1, vverm_g8887.t1, vverm_g8995.t1, vverm_g1080.t1, vverm_g5674.t1, vverm_g7437.t1, vverm_g16384.t1, vverm_g4447.t1, vverm_g7525.t1, vverm_g7525.t2, vverm_g3611.t1, vverm_g1504.t1, vverm_g14702.t2, vverm_g15173.t1, vverm_g14702.t1, vverm_g15173.t2, vverm_g11974.t1, vverm_g2285.t1, vverm_g6105.t1, vverm_g14393.t1, vverm_g13871.t1, vverm_g2060.t1, vverm_g10021.t1, vverm_g10997.t1, vverm_g7634.t1, vverm_g2950.t2, vverm_g2950.t1	bc2001_g3472.t1
OG0000147	vverm_g1152.t1, vverm_g1152.t2	bc2001_g9271.t1
OG0000147	vverm_g4380.t1, vverm_g4380.t2	bc2001_g11222.t2, bc2001_g11222.t1
OG0000147	vverm_g1193.t1	bc2001_g18572.t1
OG0000147	vverm_g4738.t1	bc2001_g18032.t3
OG0000147	vverm_g6795.t1	bc2001_g11480.t1, bc2001_g11480.t2
OG0000153	vverm_g6282.t1, vverm_g14095.t1, vverm_g14323.t2, vverm_g14323.t1, vverm_g4727.t2, vverm_g4727.t1, vverm_g7826.t1, vverm_g7826.t2, vverm_g8650.t1, vverm_g7649.t1, vverm_g8102.t1, vverm_g1341.t1, vverm_g1346.t1, vverm_g14193.t1, vverm_g15488.t1, vverm_g6010.t1	bc2001_g9617.t1, bc2001_g505.t1
OG0000160	vverm_g3191.t1, vverm_g3191.t2	bc2001_g14819.t1
OG0000160	vverm_g9783.t1	bc2001_g94.t2, bc2001_g94.t1
OG0000161	vverm_g13183.t1	bc2001_g11632.t2
OG0000161	vverm_g3254.t1	bc2001_g8584.t1, bc2001_g8597.t1, bc2001_g16501.t1, bc2001_g6389.t1
OG0000162	vverm_g1509.t3, vverm_g1509.t1, vverm_g7894.t1	bc2001_g9622.t1, bc2001_g64.t1
OG0000162	vverm_g3949.t1, vverm_g3949.t2	bc2001_g14770.t1, bc2001_g14681.t1
OG0000162	vverm_g144.t1	bc2001_g13895.t2, bc2001_g13895.t1
OG0000171	vverm_g15650.t1	bc2001_g3964.t2
OG0000171	vverm_g2344.t1	bc2001_g9380.t2, bc2001_g9380.t1
OG0000171	vverm_g591.t1	bc2001_g16880.t1
OG0000176	vverm_g6144.t1	bc2001_g18560.t1, bc2001_g18560.t2, bc2001_g18560.t3, bc2001_g3395.t1, bc2001_g3459.t1, bc2001_g3459.t2, bc2001_g3459.t3, bc2001_g1817.t3, bc2001_g1817.t2, bc2001_g1817.t1, bc2001_g18026.t3, bc2001_g18026.t2, bc2001_g5736.t1, bc2001_g5736.t2, bc2001_g18026.t1, bc2001_g2692.t1, bc2001_g2692.t2
OG0000181	vverm_g2856.t1	bc2001_g6172.t1, bc2001_g1578.t2
OG0000181	vverm_g2035.t2, vverm_g2035.t1	bc2001_g19327.t1
OG0000181	vverm_g172.t1	bc2001_g16682.t1, bc2001_g13129.t1
OG0000182	vverm_g16829.t1, vverm_g10460.t1, vverm_g2731.t1	bc2001_g10190.t1, bc2001_g10201.t1, bc2001_g19716.t1
OG0000182	vverm_g14447.t1	bc2001_g2930.t1
OG0000186	vverm_g12684.t1	bc2001_g15902.t1, bc2001_g13338.t1, bc2001_g12017.t1, bc2001_g10823.t1, bc2001_g13718.t1, bc2001_g19433.t1, bc2001_g4214.t1, bc2001_g14042.t1, bc2001_g14041.t1, bc2001_g3652.t1, bc2001_g11141.t1, bc2001_g18473.t1, bc2001_g18401.t1
OG0000191	vverm_g1348.t1, vverm_g1348.t2	bc2001_g14262.t1, bc2001_g16253.t1
OG0000192	vverm_g5558.t1, vverm_g9985.t1, vverm_g9500.t1	bc2001_g16930.t1, bc2001_g4862.t1, bc2001_g17811.t1, bc2001_g5239.t1, bc2001_g5239.t2
OG0000193	vverm_g3265.t2, vverm_g3265.t1	bc2001_g17062.t1
OG0000194	vverm_g8300.t1	bc2001_g18015.t2, bc2001_g18015.t3, bc2001_g18015.t1, bc2001_g2791.t1, bc2001_g2952.t1, bc2001_g14776.t1, bc2001_g6738.t1, bc2001_g8060.t1, bc2001_g14509.t1, bc2001_g16934.t3, bc2001_g16934.t2, bc2001_g16934.t1
OG0000195	vverm_g5928.t1, vverm_g5928.t2, vverm_g16260.t1, vverm_g11571.t1, vverm_g6221.t1, vverm_g15102.t1, vverm_g13912.t1, vverm_g13915.t1, vverm_g13914.t1	bc2001_g11678.t1, bc2001_g7493.t1
OG0000205	vverm_g8233.t1	bc2001_g7678.t2, bc2001_g7678.t1
OG0000205	vverm_g16871.t1, vverm_g5643.t1	bc2001_g14998.t1
OG0000206	vverm_g9973.t1, vverm_g11149.t1, vverm_g9032.t1, vverm_g11147.t1, vverm_g11148.t1, vverm_g12068.t2, vverm_g12068.t1, vverm_g13895.t1, vverm_g6746.t1, vverm_g7847.t1, vverm_g9031.t1, vverm_g250.t1, vverm_g257.t1	bc2001_g13743.t1
OG0000211	vverm_g4613.t1, vverm_g10489.t1, vverm_g13063.t1, vverm_g10182.t1	bc2001_g19318.t1, bc2001_g19318.t2, bc2001_g19318.t3, bc2001_g19267.t1, bc2001_g19267.t2, bc2001_g19291.t2, bc2001_g19291.t1, bc2001_g16292.t1, bc2001_g16948.t3, bc2001_g16948.t1, bc2001_g16948.t2
OG0000223	vverm_g3851.t1, vverm_g16053.t1, vverm_g8646.t1, vverm_g2639.t1, vverm_g2432.t1	bc2001_g19537.t1, bc2001_g19526.t1
OG0000224	vverm_g9888.t1	bc2001_g3069.t1, bc2001_g322.t1, bc2001_g17511.t1
OG0000226	vverm_g11657.t1	bc2001_g14369.t1, bc2001_g14369.t2, bc2001_g14369.t3
OG0000226	vverm_g7520.t1	bc2001_g897.t1
OG0000226	vverm_g3696.t1, vverm_g9738.t1, vverm_g3510.t1	bc2001_g16917.t1
OG0000226	vverm_g9737.t2, vverm_g9737.t1	bc2001_g17127.t1
OG0000227	vverm_g106.t3	bc2001_g14422.t1
OG0000227	vverm_g7505.t1, vverm_g15296.t1, vverm_g13770.t1	bc2001_g13233.t1
OG0000229	vverm_g11186.t1	bc2001_g12817.t3, bc2001_g12817.t1, bc2001_g12817.t2
OG0000229	vverm_g15344.t2, vverm_g15344.t1	bc2001_g7436.t1
OG0000229	vverm_g14531.t1	bc2001_g7973.t2, bc2001_g7973.t1
OG0000229	vverm_g12419.t1	bc2001_g2045.t1
OG0000230	vverm_g7166.t1, vverm_g15996.t1, vverm_g7647.t1	bc2001_g1580.t1, bc2001_g1580.t2, bc2001_g1580.t3, bc2001_g16805.t1, bc2001_g16805.t2, bc2001_g1808.t1, bc2001_g13447.t1, bc2001_g1323.t1, bc2001_g18201.t1, bc2001_g1808.t2
OG0000231	vverm_g8295.t1, vverm_g8295.t2, vverm_g411.t1, vverm_g9959.t1	bc2001_g5115.t1
OG0000232	vverm_g6198.t1, vverm_g6198.t2, vverm_g5688.t1, vverm_g1316.t1	bc2001_g14139.t1, bc2001_g14139.t2, bc2001_g14139.t3, bc2001_g16971.t2, bc2001_g16971.t1, bc2001_g16913.t1
OG0000248	vverm_g1753.t1, vverm_g3532.t1, vverm_g12293.t1, vverm_g12294.t1, vverm_g9290.t1	bc2001_g15762.t1, bc2001_g2123.t1, bc2001_g11570.t1, bc2001_g15724.t1, bc2001_g15615.t1, bc2001_g11357.t1
OG0000250	vverm_g3615.t2, vverm_g3615.t1	bc2001_g8474.t1, bc2001_g2206.t1
OG0000250	vverm_g5361.t2, vverm_g5361.t1	bc2001_g17231.t2, bc2001_g17231.t1
OG0000251	vverm_g14832.t2, vverm_g14832.t1, vverm_g12240.t1	bc2001_g19674.t1, bc2001_g8193.t2, bc2001_g8193.t1
OG0000252	vverm_g3360.t1	bc2001_g7772.t1
OG0000252	vverm_g15598.t1	bc2001_g12892.t1, bc2001_g16723.t2, bc2001_g16723.t1
